comparison	strain	Line	OMA	N_generation	N_pSTR	motif_length	mutation	N_mutaiton	mutation_rate
Ancestor-O1MA	N2	548	O1MA	186	18650	2	deletions	8	1.15310328922713e-06
Ancestor-O1MA	N2	548	O1MA	186	18650	6	deletions	1	1.44137911153392e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	1	insertions	39	5.62137853498227e-06
Ancestor-O1MA	N2	548	O1MA	186	18650	2	insertions	7	1.00896537807374e-06
Ancestor-O1MA	N2	548	O1MA	186	18650	3	insertions	1	1.44137911153392e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	5	insertions	1	1.44137911153392e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	6	insertions	1	1.44137911153392e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	1	substitutions	373	5.37634408602151e-05
Ancestor-O1MA	N2	548	O1MA	186	18650	3	substitutions	1	1.44137911153392e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	4	substitutions	4	5.76551644613566e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	5	substitutions	1	1.44137911153392e-07
Ancestor-O1MA	N2	548	O1MA	186	18650	6	substitutions	2	2.88275822306783e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	1	deletions	95	1.08034024121837e-05
Ancestor-O1MA	N2	550	O1MA	227	19369	2	deletions	16	1.81952040626252e-06
Ancestor-O1MA	N2	550	O1MA	227	19369	3	deletions	1	1.13720025391407e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	1	insertions	34	3.86648086330785e-06
Ancestor-O1MA	N2	550	O1MA	227	19369	2	insertions	4	4.54880101565629e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	3	insertions	2	2.27440050782815e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	5	insertions	2	2.27440050782815e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	6	insertions	1	1.13720025391407e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	1	substitutions	584	6.64124948285819e-05
Ancestor-O1MA	N2	550	O1MA	227	19369	2	substitutions	3	3.41160076174222e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	3	substitutions	4	4.54880101565629e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	4	substitutions	3	3.41160076174222e-07
Ancestor-O1MA	N2	550	O1MA	227	19369	6	substitutions	5	5.68600126957036e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	1	deletions	97	7.09205339073266e-06
Ancestor-O2MA	N2	550.02	O2MA	365	18736	2	deletions	19	1.38916509715382e-06
Ancestor-O2MA	N2	550.02	O2MA	365	18736	3	deletions	1	7.311395248178e-08
Ancestor-O2MA	N2	550.02	O2MA	365	18736	4	deletions	1	7.311395248178e-08
Ancestor-O2MA	N2	550.02	O2MA	365	18736	6	deletions	3	2.1934185744534e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	1	insertions	39	2.85144414678942e-06
Ancestor-O2MA	N2	550.02	O2MA	365	18736	2	insertions	8	5.8491161985424e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	3	insertions	1	7.311395248178e-08
Ancestor-O2MA	N2	550.02	O2MA	365	18736	5	insertions	2	1.4622790496356e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	6	insertions	2	1.4622790496356e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	1	substitutions	638	4.66467016833756e-05
Ancestor-O2MA	N2	550.02	O2MA	365	18736	2	substitutions	3	2.1934185744534e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	3	substitutions	1	7.311395248178e-08
Ancestor-O2MA	N2	550.02	O2MA	365	18736	4	substitutions	3	2.1934185744534e-07
Ancestor-O2MA	N2	550.02	O2MA	365	18736	6	substitutions	2	1.4622790496356e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	1	deletions	101	6.90775129031323e-06
Ancestor-O2MA	N2	550.2	O2MA	369	19812	2	deletions	11	7.52329348449955e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	4	deletions	2	1.36787154263628e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	6	deletions	1	6.83935771318141e-08
Ancestor-O2MA	N2	550.2	O2MA	369	19812	1	insertions	45	3.07771097093164e-06
Ancestor-O2MA	N2	550.2	O2MA	369	19812	2	insertions	8	5.47148617054513e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	3	insertions	1	6.83935771318141e-08
Ancestor-O2MA	N2	550.2	O2MA	369	19812	5	insertions	1	6.83935771318141e-08
Ancestor-O2MA	N2	550.2	O2MA	369	19812	6	insertions	2	1.36787154263628e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	1	substitutions	701	4.79438975694017e-05
Ancestor-O2MA	N2	550.2	O2MA	369	19812	2	substitutions	3	2.05180731395442e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	3	substitutions	1	6.83935771318141e-08
Ancestor-O2MA	N2	550.2	O2MA	369	19812	4	substitutions	2	1.36787154263628e-07
Ancestor-O2MA	N2	550.2	O2MA	369	19812	6	substitutions	2	1.36787154263628e-07
Ancestor-O2MA	N2	550.22	O2MA	363	19191	1	deletions	94	6.74673461633258e-06
Ancestor-O2MA	N2	550.22	O2MA	363	19191	2	deletions	11	7.8951149765594e-07
Ancestor-O2MA	N2	550.22	O2MA	363	19191	3	deletions	1	7.17737725141764e-08
Ancestor-O2MA	N2	550.22	O2MA	363	19191	5	deletions	1	7.17737725141764e-08
Ancestor-O2MA	N2	550.22	O2MA	363	19191	1	insertions	42	3.01449844559541e-06
Ancestor-O2MA	N2	550.22	O2MA	363	19191	2	insertions	4	2.87095090056706e-07
Ancestor-O2MA	N2	550.22	O2MA	363	19191	3	insertions	2	1.43547545028353e-07
Ancestor-O2MA	N2	550.22	O2MA	363	19191	5	insertions	1	7.17737725141764e-08
Ancestor-O2MA	N2	550.22	O2MA	363	19191	6	insertions	1	7.17737725141764e-08
Ancestor-O2MA	N2	550.22	O2MA	363	19191	1	substitutions	610	4.37820012336476e-05
Ancestor-O2MA	N2	550.22	O2MA	363	19191	2	substitutions	1	7.17737725141764e-08
Ancestor-O2MA	N2	550.22	O2MA	363	19191	3	substitutions	2	1.43547545028353e-07
Ancestor-O2MA	N2	550.22	O2MA	363	19191	4	substitutions	2	1.43547545028353e-07
Ancestor-O2MA	N2	550.22	O2MA	363	19191	6	substitutions	3	2.15321317542529e-07
Ancestor-O2MA	N2	550.36	O2MA	365	18584	1	deletions	92	6.781500067815e-06
Ancestor-O2MA	N2	550.36	O2MA	365	18584	2	deletions	29	2.1376467605069e-06
Ancestor-O2MA	N2	550.36	O2MA	365	18584	3	deletions	1	7.37119572588587e-08
Ancestor-O2MA	N2	550.36	O2MA	365	18584	5	deletions	1	7.37119572588587e-08
Ancestor-O2MA	N2	550.36	O2MA	365	18584	6	deletions	1	7.37119572588587e-08
Ancestor-O2MA	N2	550.36	O2MA	365	18584	1	insertions	43	3.16961416213092e-06
Ancestor-O2MA	N2	550.36	O2MA	365	18584	2	insertions	3	2.21135871776576e-07
Ancestor-O2MA	N2	550.36	O2MA	365	18584	3	insertions	1	7.37119572588587e-08
Ancestor-O2MA	N2	550.36	O2MA	365	18584	5	insertions	4	2.94847829035435e-07
Ancestor-O2MA	N2	550.36	O2MA	365	18584	6	insertions	3	2.21135871776576e-07
Ancestor-O2MA	N2	550.36	O2MA	365	18584	1	substitutions	593	4.37111906545032e-05
Ancestor-O2MA	N2	550.36	O2MA	365	18584	2	substitutions	3	2.21135871776576e-07
Ancestor-O2MA	N2	550.36	O2MA	365	18584	3	substitutions	1	7.37119572588587e-08
Ancestor-O2MA	N2	550.36	O2MA	365	18584	4	substitutions	3	2.21135871776576e-07
Ancestor-O2MA	N2	550.36	O2MA	365	18584	6	substitutions	3	2.21135871776576e-07
Ancestor-O2MA	N2	550.41	O2MA	365	19006	1	deletions	94	6.77507751697734e-06
Ancestor-O2MA	N2	550.41	O2MA	365	19006	2	deletions	17	1.22527997647462e-06
Ancestor-O2MA	N2	550.41	O2MA	365	19006	1	insertions	42	3.02716229481966e-06
Ancestor-O2MA	N2	550.41	O2MA	365	19006	2	insertions	5	3.60376463669007e-07
Ancestor-O2MA	N2	550.41	O2MA	365	19006	3	insertions	1	7.20752927338014e-08
Ancestor-O2MA	N2	550.41	O2MA	365	19006	5	insertions	1	7.20752927338014e-08
Ancestor-O2MA	N2	550.41	O2MA	365	19006	6	insertions	1	7.20752927338014e-08
Ancestor-O2MA	N2	550.41	O2MA	365	19006	1	substitutions	659	4.74976179115751e-05
Ancestor-O2MA	N2	550.41	O2MA	365	19006	2	substitutions	1	7.20752927338014e-08
Ancestor-O2MA	N2	550.41	O2MA	365	19006	4	substitutions	3	2.16225878201404e-07
Ancestor-O2MA	N2	550.41	O2MA	365	19006	6	substitutions	4	2.88301170935206e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	1	deletions	85	9.32585684875567e-06
Ancestor-O1MA	N2	551	O1MA	243	18754	2	deletions	4	4.38863851706149e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	6	deletions	1	1.09715962926537e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	1	insertions	63	6.91210566437185e-06
Ancestor-O1MA	N2	551	O1MA	243	18754	2	insertions	3	3.29147888779612e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	3	insertions	1	1.09715962926537e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	5	insertions	1	1.09715962926537e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	6	insertions	1	1.09715962926537e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	1	substitutions	557	6.11117913500813e-05
Ancestor-O1MA	N2	551	O1MA	243	18754	3	substitutions	1	1.09715962926537e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	4	substitutions	3	3.29147888779612e-07
Ancestor-O1MA	N2	551	O1MA	243	18754	6	substitutions	1	1.09715962926537e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	1	deletions	57	6.33475795001009e-06
Ancestor-O1MA	N2	552	O1MA	241	18668	2	deletions	3	3.33408313158426e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	3	deletions	1	1.11136104386142e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	6	deletions	2	2.22272208772284e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	1	insertions	42	4.66771638421796e-06
Ancestor-O1MA	N2	552	O1MA	241	18668	2	insertions	5	5.5568052193071e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	3	insertions	1	1.11136104386142e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	5	insertions	1	1.11136104386142e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	6	insertions	3	3.33408313158426e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	1	substitutions	422	4.68994360509519e-05
Ancestor-O1MA	N2	552	O1MA	241	18668	2	substitutions	1	1.11136104386142e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	3	substitutions	1	1.11136104386142e-07
Ancestor-O1MA	N2	552	O1MA	241	18668	4	substitutions	2	2.22272208772284e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	1	deletions	94	1.08812013587148e-05
Ancestor-O1MA	N2	553	O1MA	232	18618	2	deletions	10	1.15757461262923e-06
Ancestor-O1MA	N2	553	O1MA	232	18618	3	deletions	1	1.15757461262923e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	4	deletions	1	1.15757461262923e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	1	insertions	110	1.27333207389215e-05
Ancestor-O1MA	N2	553	O1MA	232	18618	2	insertions	4	4.63029845051693e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	3	insertions	1	1.15757461262923e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	5	insertions	1	1.15757461262923e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	6	insertions	2	2.31514922525846e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	1	substitutions	503	5.82260030152503e-05
Ancestor-O1MA	N2	553	O1MA	232	18618	3	substitutions	1	1.15757461262923e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	4	substitutions	4	4.63029845051693e-07
Ancestor-O1MA	N2	553	O1MA	232	18618	6	substitutions	1	1.15757461262923e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	1	deletions	128	1.47402944373814e-05
Ancestor-O1MA	N2	554	O1MA	237	18320	2	deletions	16	1.84253680467267e-06
Ancestor-O1MA	N2	554	O1MA	237	18320	3	deletions	1	1.15158550292042e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	6	deletions	1	1.15158550292042e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	1	insertions	145	1.66979897923461e-05
Ancestor-O1MA	N2	554	O1MA	237	18320	2	insertions	3	3.45475650876126e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	3	insertions	1	1.15158550292042e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	5	insertions	1	1.15158550292042e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	6	insertions	2	2.30317100584084e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	1	substitutions	499	5.7464116595729e-05
Ancestor-O1MA	N2	554	O1MA	237	18320	2	substitutions	1	1.15158550292042e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	3	substitutions	2	2.30317100584084e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	4	substitutions	5	5.7579275146021e-07
Ancestor-O1MA	N2	554	O1MA	237	18320	6	substitutions	4	4.60634201168168e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	1	deletions	64	6.9990562210127e-06
Ancestor-O1MA	N2	555	O1MA	243	18815	2	deletions	9	9.84242281079911e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	3	deletions	1	1.09360253453323e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	5	deletions	1	1.09360253453323e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	1	insertions	48	5.24929216575952e-06
Ancestor-O1MA	N2	555	O1MA	243	18815	2	insertions	9	9.84242281079911e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	3	insertions	1	1.09360253453323e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	5	insertions	2	2.18720506906647e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	6	insertions	1	1.09360253453323e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	1	substitutions	388	4.24317783398895e-05
Ancestor-O1MA	N2	555	O1MA	243	18815	3	substitutions	3	3.2808076035997e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	4	substitutions	2	2.18720506906647e-07
Ancestor-O1MA	N2	555	O1MA	243	18815	6	substitutions	2	2.18720506906647e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	1	deletions	56	6.08549071223714e-06
Ancestor-O1MA	N2	556	O1MA	244	18857	2	deletions	5	5.43347385021173e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	3	deletions	2	2.17338954008469e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	6	deletions	1	1.08669477004235e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	1	insertions	51	5.54214332721597e-06
Ancestor-O1MA	N2	556	O1MA	244	18857	2	insertions	8	8.69355816033877e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	3	insertions	1	1.08669477004235e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	4	insertions	1	1.08669477004235e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	5	insertions	1	1.08669477004235e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	6	insertions	1	1.08669477004235e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	1	substitutions	439	4.7705900404859e-05
Ancestor-O1MA	N2	556	O1MA	244	18857	3	substitutions	1	1.08669477004235e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	4	substitutions	4	4.34677908016939e-07
Ancestor-O1MA	N2	556	O1MA	244	18857	6	substitutions	1	1.08669477004235e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	1	deletions	60	6.79124526989767e-06
Ancestor-O1MA	N2	558	O1MA	234	18878	2	deletions	1	1.13187421164961e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	3	deletions	1	1.13187421164961e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	6	deletions	3	3.39562263494883e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	1	insertions	46	5.20662137358821e-06
Ancestor-O1MA	N2	558	O1MA	234	18878	2	insertions	11	1.24506163281457e-06
Ancestor-O1MA	N2	558	O1MA	234	18878	3	insertions	1	1.13187421164961e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	5	insertions	1	1.13187421164961e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	6	insertions	3	3.39562263494883e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	1	substitutions	334	3.7804598669097e-05
Ancestor-O1MA	N2	558	O1MA	234	18878	2	substitutions	1	1.13187421164961e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	4	substitutions	5	5.65937105824806e-07
Ancestor-O1MA	N2	558	O1MA	234	18878	6	substitutions	1	1.13187421164961e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	1	deletions	52	5.83039122822125e-06
Ancestor-O1MA	N2	563	O1MA	237	18816	2	deletions	7	7.84860357645168e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	1	insertions	34	3.81217887999081e-06
Ancestor-O1MA	N2	563	O1MA	237	18816	2	insertions	10	1.12122908235024e-06
Ancestor-O1MA	N2	563	O1MA	237	18816	3	insertions	1	1.12122908235024e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	5	insertions	1	1.12122908235024e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	6	insertions	1	1.12122908235024e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	1	substitutions	346	3.87945262493183e-05
Ancestor-O1MA	N2	563	O1MA	237	18816	3	substitutions	1	1.12122908235024e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	4	substitutions	2	2.24245816470048e-07
Ancestor-O1MA	N2	563	O1MA	237	18816	6	substitutions	2	2.24245816470048e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	1	deletions	85	9.4417294226949e-06
Ancestor-O1MA	N2	565	O1MA	238	18913	2	deletions	2	2.22158339357527e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	1	insertions	54	5.99827516265323e-06
Ancestor-O1MA	N2	565	O1MA	238	18913	2	insertions	6	6.66475018072581e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	3	insertions	1	1.11079169678763e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	5	insertions	1	1.11079169678763e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	1	substitutions	597	6.63142642982218e-05
Ancestor-O1MA	N2	565	O1MA	238	18913	3	substitutions	1	1.11079169678763e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	4	substitutions	2	2.22158339357527e-07
Ancestor-O1MA	N2	565	O1MA	238	18913	6	substitutions	1	1.11079169678763e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	1	deletions	112	1.2540061016354e-05
Ancestor-O1MA	N2	566	O1MA	244	18302	2	deletions	28	3.13501525408851e-06
Ancestor-O1MA	N2	566	O1MA	244	18302	3	deletions	2	2.23929661006322e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	5	deletions	1	1.11964830503161e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	6	deletions	2	2.23929661006322e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	1	insertions	41	4.5905580506296e-06
Ancestor-O1MA	N2	566	O1MA	244	18302	2	insertions	4	4.47859322012644e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	3	insertions	2	2.23929661006322e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	5	insertions	3	3.35894491509483e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	6	insertions	2	2.23929661006322e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	1	substitutions	427	4.78089826248497e-05
Ancestor-O1MA	N2	566	O1MA	244	18302	2	substitutions	4	4.47859322012644e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	3	substitutions	2	2.23929661006322e-07
Ancestor-O1MA	N2	566	O1MA	244	18302	4	substitutions	3	3.35894491509483e-07
Ancestor-O2MA	N2	566.24	O2MA	386	17116	1	deletions	94	7.11390850847675e-06
Ancestor-O2MA	N2	566.24	O2MA	386	17116	2	deletions	19	1.4379176772453e-06
Ancestor-O2MA	N2	566.24	O2MA	386	17116	3	deletions	1	7.56798777497527e-08
Ancestor-O2MA	N2	566.24	O2MA	386	17116	5	deletions	1	7.56798777497527e-08
Ancestor-O2MA	N2	566.24	O2MA	386	17116	1	insertions	42	3.17855486548961e-06
Ancestor-O2MA	N2	566.24	O2MA	386	17116	2	insertions	4	3.02719510999011e-07
Ancestor-O2MA	N2	566.24	O2MA	386	17116	3	insertions	1	7.56798777497527e-08
Ancestor-O2MA	N2	566.24	O2MA	386	17116	5	insertions	2	1.51359755499505e-07
Ancestor-O2MA	N2	566.24	O2MA	386	17116	6	insertions	1	7.56798777497527e-08
Ancestor-O2MA	N2	566.24	O2MA	386	17116	1	substitutions	493	3.73101797306281e-05
Ancestor-O2MA	N2	566.24	O2MA	386	17116	2	substitutions	3	2.27039633249258e-07
Ancestor-O2MA	N2	566.24	O2MA	386	17116	4	substitutions	1	7.56798777497527e-08
Ancestor-O2MA	N2	566.24	O2MA	386	17116	6	substitutions	3	2.27039633249258e-07
Ancestor-O2MA	N2	566.28	O2MA	388	19285	1	deletions	87	5.81350282923804e-06
Ancestor-O2MA	N2	566.28	O2MA	388	19285	2	deletions	18	1.20279368880787e-06
Ancestor-O2MA	N2	566.28	O2MA	388	19285	3	deletions	3	2.00465614801312e-07
Ancestor-O2MA	N2	566.28	O2MA	388	19285	1	insertions	35	2.33876550601531e-06
Ancestor-O2MA	N2	566.28	O2MA	388	19285	2	insertions	5	3.34109358002186e-07
Ancestor-O2MA	N2	566.28	O2MA	388	19285	3	insertions	1	6.68218716004373e-08
Ancestor-O2MA	N2	566.28	O2MA	388	19285	5	insertions	2	1.33643743200875e-07
Ancestor-O2MA	N2	566.28	O2MA	388	19285	1	substitutions	669	4.47038321006925e-05
Ancestor-O2MA	N2	566.28	O2MA	388	19285	2	substitutions	2	1.33643743200875e-07
Ancestor-O2MA	N2	566.28	O2MA	388	19285	3	substitutions	1	6.68218716004373e-08
Ancestor-O2MA	N2	566.28	O2MA	388	19285	4	substitutions	4	2.67287486401749e-07
Ancestor-O2MA	N2	566.28	O2MA	388	19285	6	substitutions	2	1.33643743200875e-07
Ancestor-O2MA	N2	566.29	O2MA	392	19303	1	deletions	107	7.0703824191439e-06
Ancestor-O2MA	N2	566.29	O2MA	392	19303	2	deletions	14	9.25096765121632e-07
Ancestor-O2MA	N2	566.29	O2MA	392	19303	3	deletions	2	1.32156680731662e-07
Ancestor-O2MA	N2	566.29	O2MA	392	19303	5	deletions	1	6.60783403658308e-08
Ancestor-O2MA	N2	566.29	O2MA	392	19303	1	insertions	61	4.03077876231568e-06
Ancestor-O2MA	N2	566.29	O2MA	392	19303	2	insertions	12	7.9294008438997e-07
Ancestor-O2MA	N2	566.29	O2MA	392	19303	3	insertions	1	6.60783403658308e-08
Ancestor-O2MA	N2	566.29	O2MA	392	19303	5	insertions	1	6.60783403658308e-08
Ancestor-O2MA	N2	566.29	O2MA	392	19303	1	substitutions	633	4.18275894515709e-05
Ancestor-O2MA	N2	566.29	O2MA	392	19303	2	substitutions	6	3.96470042194985e-07
Ancestor-O2MA	N2	566.29	O2MA	392	19303	4	substitutions	3	1.98235021097493e-07
Ancestor-O2MA	N2	566.29	O2MA	392	19303	6	substitutions	1	6.60783403658308e-08
Ancestor-O2MA	N2	566.4	O2MA	389	17610	1	deletions	88	6.42308573797606e-06
Ancestor-O2MA	N2	566.4	O2MA	389	17610	2	deletions	19	1.38680260251756e-06
Ancestor-O2MA	N2	566.4	O2MA	389	17610	3	deletions	1	7.29896106588188e-08
Ancestor-O2MA	N2	566.4	O2MA	389	17610	6	deletions	1	7.29896106588188e-08
Ancestor-O2MA	N2	566.4	O2MA	389	17610	1	insertions	36	2.62762598371748e-06
Ancestor-O2MA	N2	566.4	O2MA	389	17610	2	insertions	4	2.91958442635275e-07
Ancestor-O2MA	N2	566.4	O2MA	389	17610	3	insertions	1	7.29896106588188e-08
Ancestor-O2MA	N2	566.4	O2MA	389	17610	5	insertions	3	2.18968831976456e-07
Ancestor-O2MA	N2	566.4	O2MA	389	17610	6	insertions	2	1.45979221317638e-07
Ancestor-O2MA	N2	566.4	O2MA	389	17610	1	substitutions	550	4.01442858623504e-05
Ancestor-O2MA	N2	566.4	O2MA	389	17610	2	substitutions	4	2.91958442635275e-07
Ancestor-O2MA	N2	566.4	O2MA	389	17610	4	substitutions	3	2.18968831976456e-07
Ancestor-O2MA	N2	566.4	O2MA	389	17610	6	substitutions	4	2.91958442635275e-07
Ancestor-O2MA	N2	566.45	O2MA	385	19700	1	deletions	99	6.52646845540247e-06
Ancestor-O2MA	N2	566.45	O2MA	385	19700	2	deletions	17	1.12070670446305e-06
Ancestor-O2MA	N2	566.45	O2MA	385	19700	4	deletions	1	6.59239237919441e-08
Ancestor-O2MA	N2	566.45	O2MA	385	19700	5	deletions	1	6.59239237919441e-08
Ancestor-O2MA	N2	566.45	O2MA	385	19700	6	deletions	1	6.59239237919441e-08
Ancestor-O2MA	N2	566.45	O2MA	385	19700	1	insertions	49	3.23027226580526e-06
Ancestor-O2MA	N2	566.45	O2MA	385	19700	2	insertions	7	4.61467466543609e-07
Ancestor-O2MA	N2	566.45	O2MA	385	19700	3	insertions	1	6.59239237919441e-08
Ancestor-O2MA	N2	566.45	O2MA	385	19700	5	insertions	1	6.59239237919441e-08
Ancestor-O2MA	N2	566.45	O2MA	385	19700	6	insertions	2	1.31847847583888e-07
Ancestor-O2MA	N2	566.45	O2MA	385	19700	1	substitutions	679	4.476234425473e-05
Ancestor-O2MA	N2	566.45	O2MA	385	19700	2	substitutions	5	3.2961961895972e-07
Ancestor-O2MA	N2	566.45	O2MA	385	19700	3	substitutions	2	1.31847847583888e-07
Ancestor-O2MA	N2	566.45	O2MA	385	19700	4	substitutions	3	1.97771771375832e-07
Ancestor-O2MA	N2	566.45	O2MA	385	19700	6	substitutions	2	1.31847847583888e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	1	deletions	167	2.02759865299458e-05
Ancestor-O1MA	N2	567	O1MA	226	18222	2	deletions	16	1.942609487899e-06
Ancestor-O1MA	N2	567	O1MA	226	18222	3	deletions	2	2.42826185987375e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	6	deletions	2	2.42826185987375e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	1	insertions	200	2.42826185987375e-05
Ancestor-O1MA	N2	567	O1MA	226	18222	2	insertions	10	1.21413092993687e-06
Ancestor-O1MA	N2	567	O1MA	226	18222	3	insertions	1	1.21413092993687e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	5	insertions	1	1.21413092993687e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	6	insertions	1	1.21413092993687e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	1	substitutions	479	5.81568715439763e-05
Ancestor-O1MA	N2	567	O1MA	226	18222	2	substitutions	5	6.07065464968437e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	3	substitutions	3	3.64239278981062e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	4	substitutions	3	3.64239278981062e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	5	substitutions	1	1.21413092993687e-07
Ancestor-O1MA	N2	567	O1MA	226	18222	6	substitutions	6	7.28478557962125e-07
