comparison	strain	Line	OMA	N_generation	N_pSTR	motif_length	mutation	N_mutaiton	mutation_rate
Ancestor-O1MA	PB306	425	O1MA	222	2618	5	substitutions	5	4.30147488971018e-06
Ancestor-O1MA	PB306	425	O1MA	222	2618	6	substitutions	6	5.16176986765222e-06
Ancestor-O1MA	PB306	426	O1MA	228	2780	1	deletions	1	7.88842610122428e-07
Ancestor-O1MA	PB306	426	O1MA	228	2780	2	deletions	2	1.57768522024486e-06
Ancestor-O1MA	PB306	426	O1MA	228	2780	3	deletions	2	1.57768522024486e-06
Ancestor-O1MA	PB306	426	O1MA	228	2780	1	insertions	7	5.521898270857e-06
Ancestor-O1MA	PB306	426	O1MA	228	2780	2	insertions	1	7.88842610122428e-07
Ancestor-O1MA	PB306	426	O1MA	228	2780	1	substitutions	24	1.89322226429383e-05
Ancestor-O1MA	PB306	426	O1MA	228	2780	2	substitutions	1	7.88842610122428e-07
Ancestor-O1MA	PB306	426	O1MA	228	2780	6	substitutions	1	7.88842610122428e-07
Ancestor-O1MA	PB306	428	O1MA	234	2769	1	deletions	3	2.31500773212583e-06
Ancestor-O1MA	PB306	428	O1MA	234	2769	2	deletions	3	2.31500773212583e-06
Ancestor-O1MA	PB306	428	O1MA	234	2769	1	insertions	6	4.63001546425165e-06
Ancestor-O1MA	PB306	428	O1MA	234	2769	2	insertions	4	3.08667697616777e-06
Ancestor-O1MA	PB306	428	O1MA	234	2769	1	substitutions	20	1.54333848808388e-05
Ancestor-O1MA	PB306	428	O1MA	234	2769	6	substitutions	1	7.71669244041942e-07
Ancestor-O1MA	PB306	429	O1MA	224	2851	1	deletions	2	1.56586661321842e-06
Ancestor-O1MA	PB306	429	O1MA	224	2851	1	insertions	4	3.13173322643684e-06
Ancestor-O1MA	PB306	429	O1MA	224	2851	2	insertions	1	7.8293330660921e-07
Ancestor-O1MA	PB306	429	O1MA	224	2851	1	substitutions	21	1.64415994387934e-05
Ancestor-O1MA	PB306	429	O1MA	224	2851	3	substitutions	1	7.8293330660921e-07
Ancestor-O1MA	PB306	429	O1MA	224	2851	6	substitutions	1	7.8293330660921e-07
Ancestor-O1MA	PB306	430	O1MA	212	2784	1	deletions	4	3.38863587074387e-06
Ancestor-O1MA	PB306	430	O1MA	212	2784	2	deletions	4	3.38863587074387e-06
Ancestor-O1MA	PB306	430	O1MA	212	2784	1	insertions	8	6.77727174148775e-06
Ancestor-O1MA	PB306	430	O1MA	212	2784	2	insertions	1	8.47158967685968e-07
Ancestor-O1MA	PB306	430	O1MA	212	2784	1	substitutions	21	1.77903383214053e-05
Ancestor-O1MA	PB306	430	O1MA	212	2784	5	substitutions	1	8.47158967685968e-07
Ancestor-O1MA	PB306	430	O1MA	212	2784	6	substitutions	2	1.69431793537194e-06
Ancestor-O1MA	PB306	432	O1MA	228	2853	1	deletions	1	7.6865841434993e-07
Ancestor-O1MA	PB306	432	O1MA	228	2853	1	insertions	3	2.30597524304979e-06
Ancestor-O1MA	PB306	432	O1MA	228	2853	2	insertions	1	7.6865841434993e-07
Ancestor-O1MA	PB306	432	O1MA	228	2853	1	substitutions	24	1.84478019443983e-05
Ancestor-O1MA	PB306	432	O1MA	228	2853	6	substitutions	1	7.6865841434993e-07
Ancestor-O1MA	PB306	435	O1MA	236	2818	1	deletions	1	7.51825432149258e-07
Ancestor-O1MA	PB306	435	O1MA	236	2818	2	deletions	3	2.25547629644778e-06
Ancestor-O1MA	PB306	435	O1MA	236	2818	6	deletions	1	7.51825432149258e-07
Ancestor-O1MA	PB306	435	O1MA	236	2818	1	insertions	5	3.75912716074629e-06
Ancestor-O1MA	PB306	435	O1MA	236	2818	2	insertions	3	2.25547629644778e-06
Ancestor-O1MA	PB306	435	O1MA	236	2818	3	insertions	1	7.51825432149258e-07
Ancestor-O1MA	PB306	435	O1MA	236	2818	1	substitutions	21	1.57883340751344e-05
Ancestor-O1MA	PB306	435	O1MA	236	2818	6	substitutions	1	7.51825432149258e-07
Ancestor-O1MA	PB306	436	O1MA	225	2798	1	deletions	2	1.58843618457628e-06
Ancestor-O1MA	PB306	436	O1MA	225	2798	1	insertions	3	2.38265427686443e-06
Ancestor-O1MA	PB306	436	O1MA	225	2798	2	insertions	1	7.94218092288142e-07
Ancestor-O1MA	PB306	436	O1MA	225	2798	1	substitutions	20	1.58843618457628e-05
Ancestor-O1MA	PB306	436	O1MA	225	2798	6	substitutions	1	7.94218092288142e-07
Ancestor-O1MA	PB306	437	O1MA	228	2774	1	deletions	5	3.95274415310085e-06
Ancestor-O1MA	PB306	437	O1MA	228	2774	2	deletions	3	2.37164649186051e-06
Ancestor-O1MA	PB306	437	O1MA	228	2774	1	insertions	11	8.69603713682187e-06
Ancestor-O1MA	PB306	437	O1MA	228	2774	2	insertions	1	7.9054883062017e-07
Ancestor-O1MA	PB306	437	O1MA	228	2774	1	substitutions	22	1.73920742736437e-05
Ancestor-O1MA	PB306	437	O1MA	228	2774	2	substitutions	1	7.9054883062017e-07
Ancestor-O1MA	PB306	437	O1MA	228	2774	4	substitutions	1	7.9054883062017e-07
Ancestor-O1MA	PB306	437	O1MA	228	2774	6	substitutions	3	2.37164649186051e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	1	deletions	13	1.11049606713547e-05
Ancestor-O1MA	PB306	440	O1MA	213	2748	2	deletions	7	5.97959420765251e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	3	deletions	5	4.2711387197518e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	4	deletions	3	2.56268323185108e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	1	insertions	24	2.05014658548086e-05
Ancestor-O1MA	PB306	440	O1MA	213	2748	2	insertions	4	3.41691097580144e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	3	insertions	3	2.56268323185108e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	5	insertions	1	8.54227743950359e-07
Ancestor-O1MA	PB306	440	O1MA	213	2748	6	insertions	1	8.54227743950359e-07
Ancestor-O1MA	PB306	440	O1MA	213	2748	1	substitutions	26	2.22099213427093e-05
Ancestor-O1MA	PB306	440	O1MA	213	2748	2	substitutions	3	2.56268323185108e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	3	substitutions	2	1.70845548790072e-06
Ancestor-O1MA	PB306	440	O1MA	213	2748	4	substitutions	1	8.54227743950359e-07
Ancestor-O1MA	PB306	440	O1MA	213	2748	5	substitutions	1	8.54227743950359e-07
Ancestor-O1MA	PB306	440	O1MA	213	2748	6	substitutions	4	3.41691097580144e-06
Ancestor-O1MA	PB306	442	O1MA	228	2806	1	deletions	4	3.12613322329344e-06
Ancestor-O1MA	PB306	442	O1MA	228	2806	2	deletions	1	7.81533305823361e-07
Ancestor-O1MA	PB306	442	O1MA	228	2806	1	insertions	5	3.9076665291168e-06
Ancestor-O1MA	PB306	442	O1MA	228	2806	2	insertions	1	7.81533305823361e-07
Ancestor-O1MA	PB306	442	O1MA	228	2806	1	substitutions	29	2.26644658688775e-05
Ancestor-O1MA	PB306	442	O1MA	228	2806	3	substitutions	1	7.81533305823361e-07
Ancestor-O1MA	PB306	442	O1MA	228	2806	6	substitutions	1	7.81533305823361e-07
Ancestor-O1MA	PB306	443	O1MA	226	2816	1	deletions	1	7.85649637972647e-07
Ancestor-O1MA	PB306	443	O1MA	226	2816	2	deletions	3	2.35694891391794e-06
Ancestor-O1MA	PB306	443	O1MA	226	2816	1	insertions	4	3.14259855189059e-06
Ancestor-O1MA	PB306	443	O1MA	226	2816	2	insertions	1	7.85649637972647e-07
Ancestor-O1MA	PB306	443	O1MA	226	2816	1	substitutions	21	1.64986423974256e-05
Ancestor-O1MA	PB306	443	O1MA	226	2816	6	substitutions	1	7.85649637972647e-07
Ancestor-O1MA	PB306	445	O1MA	232	2869	1	deletions	1	7.51192894316174e-07
Ancestor-O1MA	PB306	445	O1MA	232	2869	1	insertions	3	2.25357868294852e-06
Ancestor-O1MA	PB306	445	O1MA	232	2869	2	insertions	1	7.51192894316174e-07
Ancestor-O1MA	PB306	445	O1MA	232	2869	1	substitutions	23	1.7277436569272e-05
Ancestor-O1MA	PB306	445	O1MA	232	2869	6	substitutions	1	7.51192894316174e-07
Ancestor-O1MA	PB306	448	O1MA	235	2835	1	deletions	4	3.00198881759165e-06
Ancestor-O1MA	PB306	448	O1MA	235	2835	1	insertions	3	2.25149161319374e-06
Ancestor-O1MA	PB306	448	O1MA	235	2835	2	insertions	1	7.50497204397914e-07
Ancestor-O1MA	PB306	448	O1MA	235	2835	1	substitutions	21	1.57604412923562e-05
Ancestor-O1MA	PB306	448	O1MA	235	2835	6	substitutions	1	7.50497204397914e-07
Ancestor-O1MA	PB306	449	O1MA	221	2743	1	deletions	5	4.12403105890271e-06
Ancestor-O1MA	PB306	449	O1MA	221	2743	2	deletions	2	1.64961242356108e-06
Ancestor-O1MA	PB306	449	O1MA	221	2743	3	deletions	1	8.24806211780542e-07
Ancestor-O1MA	PB306	449	O1MA	221	2743	1	insertions	10	8.24806211780542e-06
Ancestor-O1MA	PB306	449	O1MA	221	2743	2	insertions	3	2.47441863534163e-06
Ancestor-O1MA	PB306	449	O1MA	221	2743	3	insertions	1	8.24806211780542e-07
Ancestor-O1MA	PB306	449	O1MA	221	2743	6	insertions	1	8.24806211780542e-07
Ancestor-O1MA	PB306	449	O1MA	221	2743	1	substitutions	25	2.06201552945136e-05
Ancestor-O1MA	PB306	449	O1MA	221	2743	5	substitutions	3	2.47441863534163e-06
Ancestor-O1MA	PB306	449	O1MA	221	2743	6	substitutions	2	1.64961242356108e-06
Ancestor-O1MA	PB306	450	O1MA	220	2806	1	deletions	2	1.61990539752478e-06
Ancestor-O1MA	PB306	450	O1MA	220	2806	1	insertions	5	4.04976349381196e-06
Ancestor-O1MA	PB306	450	O1MA	220	2806	2	insertions	4	3.23981079504957e-06
Ancestor-O1MA	PB306	450	O1MA	220	2806	1	substitutions	21	1.70090066740102e-05
Ancestor-O1MA	PB306	450	O1MA	220	2806	6	substitutions	1	8.09952698762392e-07
Ancestor-O1MA	PB306	451	O1MA	226	2840	1	deletions	2	1.55802069051477e-06
Ancestor-O1MA	PB306	451	O1MA	226	2840	1	insertions	4	3.11604138102954e-06
Ancestor-O1MA	PB306	451	O1MA	226	2840	2	insertions	1	7.79010345257385e-07
Ancestor-O1MA	PB306	451	O1MA	226	2840	1	substitutions	18	1.40221862146329e-05
Ancestor-O1MA	PB306	451	O1MA	226	2840	3	substitutions	1	7.79010345257385e-07
Ancestor-O1MA	PB306	451	O1MA	226	2840	6	substitutions	2	1.55802069051477e-06
Ancestor-O1MA	PB306	455	O1MA	223	2820	1	deletions	2	1.5901790541615e-06
Ancestor-O1MA	PB306	455	O1MA	223	2820	2	deletions	5	3.97544763540375e-06
Ancestor-O1MA	PB306	455	O1MA	223	2820	1	insertions	7	5.56562668956524e-06
Ancestor-O1MA	PB306	455	O1MA	223	2820	2	insertions	1	7.95089527080749e-07
Ancestor-O1MA	PB306	455	O1MA	223	2820	1	substitutions	24	1.9082148649938e-05
Ancestor-O1MA	PB306	455	O1MA	223	2820	4	substitutions	1	7.95089527080749e-07
Ancestor-O1MA	PB306	455	O1MA	223	2820	6	substitutions	1	7.95089527080749e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	1	deletions	4	3.11003296634944e-06
Ancestor-O1MA	PB306	456	O1MA	233	2760	2	deletions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	3	deletions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	5	deletions	2	1.55501648317472e-06
Ancestor-O1MA	PB306	456	O1MA	233	2760	1	insertions	9	6.99757417428625e-06
Ancestor-O1MA	PB306	456	O1MA	233	2760	2	insertions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	3	insertions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	1	substitutions	22	1.71051813149219e-05
Ancestor-O1MA	PB306	456	O1MA	233	2760	2	substitutions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	3	substitutions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	456	O1MA	233	2760	6	substitutions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	457	O1MA	226	2791	1	deletions	1	7.92686986933348e-07
Ancestor-O1MA	PB306	457	O1MA	226	2791	2	deletions	1	7.92686986933348e-07
Ancestor-O1MA	PB306	457	O1MA	226	2791	1	insertions	6	4.75612192160009e-06
Ancestor-O1MA	PB306	457	O1MA	226	2791	2	insertions	1	7.92686986933348e-07
Ancestor-O1MA	PB306	457	O1MA	226	2791	1	substitutions	22	1.74391137125336e-05
Ancestor-O1MA	PB306	457	O1MA	226	2791	6	substitutions	1	7.92686986933348e-07
Ancestor-O1MA	PB306	458	O1MA	234	2811	1	deletions	1	7.60139500801187e-07
Ancestor-O1MA	PB306	458	O1MA	234	2811	1	insertions	3	2.28041850240356e-06
Ancestor-O1MA	PB306	458	O1MA	234	2811	2	insertions	1	7.60139500801187e-07
Ancestor-O1MA	PB306	458	O1MA	234	2811	1	substitutions	21	1.59629295168249e-05
Ancestor-O1MA	PB306	458	O1MA	234	2811	3	substitutions	1	7.60139500801187e-07
Ancestor-O1MA	PB306	458	O1MA	234	2811	6	substitutions	1	7.60139500801187e-07
Ancestor-O1MA	PB306	459	O1MA	235	2864	1	deletions	2	1.48579579222632e-06
Ancestor-O1MA	PB306	459	O1MA	235	2864	1	insertions	5	3.71448948056579e-06
Ancestor-O1MA	PB306	459	O1MA	235	2864	2	insertions	1	7.42897896113158e-07
Ancestor-O1MA	PB306	459	O1MA	235	2864	1	substitutions	22	1.63437537144895e-05
Ancestor-O1MA	PB306	459	O1MA	235	2864	6	substitutions	1	7.42897896113158e-07
Ancestor-O1MA	PB306	461	O1MA	230	2779	1	deletions	3	2.34679349781748e-06
Ancestor-O1MA	PB306	461	O1MA	230	2779	1	insertions	3	2.34679349781748e-06
Ancestor-O1MA	PB306	461	O1MA	230	2779	2	insertions	1	7.82264499272494e-07
Ancestor-O1MA	PB306	461	O1MA	230	2779	1	substitutions	20	1.56452899854499e-05
Ancestor-O1MA	PB306	461	O1MA	230	2779	6	substitutions	1	7.82264499272494e-07
Ancestor-O1MA	PB306	462	O1MA	228	2840	1	deletions	1	7.7217692117618e-07
Ancestor-O1MA	PB306	462	O1MA	228	2840	4	deletions	1	7.7217692117618e-07
Ancestor-O1MA	PB306	462	O1MA	228	2840	1	insertions	3	2.31653076352854e-06
Ancestor-O1MA	PB306	462	O1MA	228	2840	2	insertions	1	7.7217692117618e-07
Ancestor-O1MA	PB306	462	O1MA	228	2840	1	substitutions	20	1.54435384235236e-05
Ancestor-O1MA	PB306	462	O1MA	228	2840	6	substitutions	1	7.7217692117618e-07
Ancestor-O1MA	PB306	463	O1MA	230	2796	1	deletions	2	1.55501648317472e-06
Ancestor-O1MA	PB306	463	O1MA	230	2796	2	deletions	2	1.55501648317472e-06
Ancestor-O1MA	PB306	463	O1MA	230	2796	3	deletions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	463	O1MA	230	2796	1	insertions	5	3.8875412079368e-06
Ancestor-O1MA	PB306	463	O1MA	230	2796	2	insertions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	463	O1MA	230	2796	1	substitutions	38	2.95453131803197e-05
Ancestor-O1MA	PB306	463	O1MA	230	2796	2	substitutions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	463	O1MA	230	2796	5	substitutions	1	7.77508241587361e-07
Ancestor-O1MA	PB306	463	O1MA	230	2796	6	substitutions	2	1.55501648317472e-06
Ancestor-O1MA	PB306	466	O1MA	239	2815	1	deletions	3	2.22953841123093e-06
Ancestor-O1MA	PB306	466	O1MA	239	2815	1	insertions	4	2.97271788164124e-06
Ancestor-O1MA	PB306	466	O1MA	239	2815	2	insertions	3	2.22953841123093e-06
Ancestor-O1MA	PB306	466	O1MA	239	2815	1	substitutions	21	1.56067688786165e-05
Ancestor-O1MA	PB306	466	O1MA	239	2815	4	substitutions	1	7.43179470410309e-07
Ancestor-O1MA	PB306	466	O1MA	239	2815	6	substitutions	3	2.22953841123093e-06
Ancestor-O1MA	PB306	468	O1MA	233	2815	1	deletions	4	3.04926855670496e-06
Ancestor-O1MA	PB306	468	O1MA	233	2815	2	deletions	1	7.6231713917624e-07
Ancestor-O1MA	PB306	468	O1MA	233	2815	5	deletions	1	7.6231713917624e-07
Ancestor-O1MA	PB306	468	O1MA	233	2815	1	insertions	11	8.38548853093864e-06
Ancestor-O1MA	PB306	468	O1MA	233	2815	2	insertions	4	3.04926855670496e-06
Ancestor-O1MA	PB306	468	O1MA	233	2815	1	substitutions	19	1.44840256443486e-05
Ancestor-O1MA	PB306	468	O1MA	233	2815	3	substitutions	2	1.52463427835248e-06
Ancestor-O1MA	PB306	468	O1MA	233	2815	5	substitutions	1	7.6231713917624e-07
Ancestor-O1MA	PB306	468	O1MA	233	2815	6	substitutions	2	1.52463427835248e-06
Ancestor-O1MA	PB306	469	O1MA	233	2783	1	deletions	2	1.54216510728072e-06
Ancestor-O1MA	PB306	469	O1MA	233	2783	2	deletions	6	4.62649532184215e-06
Ancestor-O1MA	PB306	469	O1MA	233	2783	1	insertions	6	4.62649532184215e-06
Ancestor-O1MA	PB306	469	O1MA	233	2783	2	insertions	1	7.71082553640358e-07
Ancestor-O1MA	PB306	469	O1MA	233	2783	1	substitutions	20	1.54216510728072e-05
Ancestor-O1MA	PB306	469	O1MA	233	2783	4	substitutions	1	7.71082553640358e-07
Ancestor-O1MA	PB306	469	O1MA	233	2783	6	substitutions	1	7.71082553640358e-07
Ancestor-O1MA	PB306	470	O1MA	209	2834	1	deletions	1	8.44158256036576e-07
Ancestor-O1MA	PB306	470	O1MA	209	2834	2	deletions	2	1.68831651207315e-06
Ancestor-O1MA	PB306	470	O1MA	209	2834	1	insertions	2	1.68831651207315e-06
Ancestor-O1MA	PB306	470	O1MA	209	2834	1	substitutions	20	1.68831651207315e-05
Ancestor-O1MA	PB306	470	O1MA	209	2834	6	substitutions	1	8.44158256036576e-07
Ancestor-O1MA	PB306	471	O1MA	213	2937	1	deletions	1	7.99257010682869e-07
Ancestor-O1MA	PB306	471	O1MA	213	2937	2	deletions	2	1.59851402136574e-06
Ancestor-O1MA	PB306	471	O1MA	213	2937	1	insertions	3	2.39777103204861e-06
Ancestor-O1MA	PB306	471	O1MA	213	2937	2	insertions	1	7.99257010682869e-07
Ancestor-O1MA	PB306	471	O1MA	213	2937	1	substitutions	25	1.99814252670717e-05
Ancestor-O1MA	PB306	471	O1MA	213	2937	6	substitutions	1	7.99257010682869e-07
Ancestor-O1MA	PB306	472	O1MA	224	2763	1	deletions	1	8.07869293211313e-07
Ancestor-O1MA	PB306	472	O1MA	224	2763	2	deletions	1	8.07869293211313e-07
Ancestor-O1MA	PB306	472	O1MA	224	2763	1	insertions	3	2.42360787963394e-06
Ancestor-O1MA	PB306	472	O1MA	224	2763	2	insertions	1	8.07869293211313e-07
Ancestor-O1MA	PB306	472	O1MA	224	2763	1	substitutions	37	2.98911638488186e-05
Ancestor-O1MA	PB306	472	O1MA	224	2763	2	substitutions	1	8.07869293211313e-07
Ancestor-O1MA	PB306	472	O1MA	224	2763	3	substitutions	1	8.07869293211313e-07
Ancestor-O1MA	PB306	472	O1MA	224	2763	5	substitutions	3	2.42360787963394e-06
Ancestor-O1MA	PB306	472	O1MA	224	2763	6	substitutions	1	8.07869293211313e-07
Ancestor-O1MA	PB306	474	O1MA	214	2820	1	deletions	4	3.31411148671041e-06
Ancestor-O1MA	PB306	474	O1MA	214	2820	6	deletions	1	8.28527871677603e-07
Ancestor-O1MA	PB306	474	O1MA	214	2820	1	insertions	6	4.97116723006562e-06
Ancestor-O1MA	PB306	474	O1MA	214	2820	2	insertions	2	1.65705574335521e-06
Ancestor-O1MA	PB306	474	O1MA	214	2820	1	substitutions	21	1.73990853052297e-05
Ancestor-O1MA	PB306	474	O1MA	214	2820	3	substitutions	1	8.28527871677603e-07
Ancestor-O1MA	PB306	474	O1MA	214	2820	6	substitutions	1	8.28527871677603e-07
Ancestor-O1MA	PB306	475	O1MA	231	2780	1	deletions	2	1.55719580180012e-06
Ancestor-O1MA	PB306	475	O1MA	231	2780	2	deletions	2	1.55719580180012e-06
Ancestor-O1MA	PB306	475	O1MA	231	2780	1	insertions	6	4.67158740540036e-06
Ancestor-O1MA	PB306	475	O1MA	231	2780	2	insertions	4	3.11439160360024e-06
Ancestor-O1MA	PB306	475	O1MA	231	2780	3	insertions	1	7.78597900900059e-07
Ancestor-O1MA	PB306	475	O1MA	231	2780	1	substitutions	21	1.63505559189012e-05
Ancestor-O1MA	PB306	475	O1MA	231	2780	2	substitutions	1	7.78597900900059e-07
Ancestor-O1MA	PB306	475	O1MA	231	2780	3	substitutions	1	7.78597900900059e-07
Ancestor-O1MA	PB306	475	O1MA	231	2780	6	substitutions	2	1.55719580180012e-06
Ancestor-O1MA	PB306	476	O1MA	241	2867	1	deletions	1	7.23644505294907e-07
Ancestor-O1MA	PB306	476	O1MA	241	2867	1	insertions	3	2.17093351588472e-06
Ancestor-O1MA	PB306	476	O1MA	241	2867	2	insertions	1	7.23644505294907e-07
Ancestor-O1MA	PB306	476	O1MA	241	2867	1	substitutions	20	1.44728901058981e-05
Ancestor-O1MA	PB306	476	O1MA	241	2867	6	substitutions	1	7.23644505294907e-07
Ancestor-O1MA	PB306	477	O1MA	216	2829	1	deletions	2	1.63648979484964e-06
Ancestor-O1MA	PB306	477	O1MA	216	2829	2	deletions	1	8.1824489742482e-07
Ancestor-O1MA	PB306	477	O1MA	216	2829	1	insertions	4	3.27297958969928e-06
Ancestor-O1MA	PB306	477	O1MA	216	2829	2	insertions	3	2.45473469227446e-06
Ancestor-O1MA	PB306	477	O1MA	216	2829	1	substitutions	20	1.63648979484964e-05
Ancestor-O1MA	PB306	477	O1MA	216	2829	4	substitutions	1	8.1824489742482e-07
Ancestor-O1MA	PB306	477	O1MA	216	2829	6	substitutions	4	3.27297958969928e-06
Ancestor-O1MA	PB306	479	O1MA	234	2832	1	deletions	4	3.01801149258776e-06
Ancestor-O1MA	PB306	479	O1MA	234	2832	2	deletions	1	7.54502873146941e-07
Ancestor-O1MA	PB306	479	O1MA	234	2832	3	deletions	1	7.54502873146941e-07
Ancestor-O1MA	PB306	479	O1MA	234	2832	4	deletions	1	7.54502873146941e-07
Ancestor-O1MA	PB306	479	O1MA	234	2832	1	insertions	5	3.7725143657347e-06
Ancestor-O1MA	PB306	479	O1MA	234	2832	2	insertions	4	3.01801149258776e-06
Ancestor-O1MA	PB306	479	O1MA	234	2832	1	substitutions	27	2.03715775749674e-05
Ancestor-O1MA	PB306	479	O1MA	234	2832	3	substitutions	1	7.54502873146941e-07
Ancestor-O1MA	PB306	479	O1MA	234	2832	5	substitutions	1	7.54502873146941e-07
Ancestor-O1MA	PB306	479	O1MA	234	2832	6	substitutions	2	1.50900574629388e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	1	deletions	5	4.09054168589221e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	2	deletions	6	4.90865002307066e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	3	deletions	3	2.45432501153533e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	1	insertions	5	4.09054168589221e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	2	insertions	5	4.09054168589221e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	3	insertions	4	3.27243334871377e-06
Ancestor-O1MA	PB306	480	O1MA	222	2753	4	insertions	1	8.18108337178443e-07
Ancestor-O1MA	PB306	480	O1MA	222	2753	1	substitutions	20	1.63621667435688e-05
Ancestor-O1MA	PB306	480	O1MA	222	2753	3	substitutions	1	8.18108337178443e-07
Ancestor-O1MA	PB306	480	O1MA	222	2753	4	substitutions	1	8.18108337178443e-07
Ancestor-O1MA	PB306	480	O1MA	222	2753	6	substitutions	1	8.18108337178443e-07
Ancestor-O1MA	PB306	481	O1MA	220	2823	1	deletions	11	8.85582713425434e-06
Ancestor-O1MA	PB306	481	O1MA	220	2823	4	deletions	2	1.61015038804624e-06
Ancestor-O1MA	PB306	481	O1MA	220	2823	1	insertions	5	4.02537597011561e-06
Ancestor-O1MA	PB306	481	O1MA	220	2823	2	insertions	6	4.83045116413873e-06
Ancestor-O1MA	PB306	481	O1MA	220	2823	1	substitutions	22	1.77116542685087e-05
Ancestor-O1MA	PB306	481	O1MA	220	2823	6	substitutions	1	8.05075194023122e-07
Ancestor-O1MA	PB306	482	O1MA	226	2784	1	deletions	2	1.58936018716306e-06
Ancestor-O1MA	PB306	482	O1MA	226	2784	2	deletions	1	7.94680093581528e-07
Ancestor-O1MA	PB306	482	O1MA	226	2784	1	insertions	5	3.97340046790764e-06
Ancestor-O1MA	PB306	482	O1MA	226	2784	2	insertions	1	7.94680093581528e-07
Ancestor-O1MA	PB306	482	O1MA	226	2784	1	substitutions	19	1.5098921778049e-05
Ancestor-O1MA	PB306	482	O1MA	226	2784	4	substitutions	2	1.58936018716306e-06
Ancestor-O1MA	PB306	482	O1MA	226	2784	6	substitutions	1	7.94680093581528e-07
Ancestor-O1MA	PB306	483	O1MA	232	2795	1	deletions	2	1.54216272901117e-06
Ancestor-O1MA	PB306	483	O1MA	232	2795	2	deletions	2	1.54216272901117e-06
Ancestor-O1MA	PB306	483	O1MA	232	2795	4	deletions	1	7.71081364505583e-07
Ancestor-O1MA	PB306	483	O1MA	232	2795	1	insertions	5	3.85540682252791e-06
Ancestor-O1MA	PB306	483	O1MA	232	2795	2	insertions	2	1.54216272901117e-06
Ancestor-O1MA	PB306	483	O1MA	232	2795	3	insertions	2	1.54216272901117e-06
Ancestor-O1MA	PB306	483	O1MA	232	2795	5	insertions	1	7.71081364505583e-07
Ancestor-O1MA	PB306	483	O1MA	232	2795	1	substitutions	20	1.54216272901117e-05
Ancestor-O1MA	PB306	483	O1MA	232	2795	6	substitutions	2	1.54216272901117e-06
Ancestor-O1MA	PB306	484	O1MA	233	2801	1	deletions	4	3.06450945631005e-06
Ancestor-O1MA	PB306	484	O1MA	233	2801	1	insertions	4	3.06450945631005e-06
Ancestor-O1MA	PB306	484	O1MA	233	2801	2	insertions	2	1.53225472815503e-06
Ancestor-O1MA	PB306	484	O1MA	233	2801	1	substitutions	21	1.60886746456278e-05
Ancestor-O1MA	PB306	484	O1MA	233	2801	6	substitutions	2	1.53225472815503e-06
Ancestor-O1MA	PB306	486	O1MA	229	2879	1	deletions	1	7.58390452774268e-07
Ancestor-O1MA	PB306	486	O1MA	229	2879	1	insertions	3	2.2751713583228e-06
Ancestor-O1MA	PB306	486	O1MA	229	2879	2	insertions	1	7.58390452774268e-07
Ancestor-O1MA	PB306	486	O1MA	229	2879	1	substitutions	21	1.59261995082596e-05
Ancestor-O1MA	PB306	486	O1MA	229	2879	6	substitutions	1	7.58390452774268e-07
Ancestor-O1MA	PB306	487	O1MA	227	2838	1	deletions	2	1.55225029725593e-06
Ancestor-O1MA	PB306	487	O1MA	227	2838	2	deletions	2	1.55225029725593e-06
Ancestor-O1MA	PB306	487	O1MA	227	2838	1	insertions	4	3.10450059451186e-06
Ancestor-O1MA	PB306	487	O1MA	227	2838	2	insertions	1	7.76125148627966e-07
Ancestor-O1MA	PB306	487	O1MA	227	2838	1	substitutions	27	2.09553790129551e-05
Ancestor-O1MA	PB306	487	O1MA	227	2838	3	substitutions	1	7.76125148627966e-07
Ancestor-O1MA	PB306	487	O1MA	227	2838	6	substitutions	1	7.76125148627966e-07
Ancestor-O1MA	PB306	488	O1MA	222	2774	1	deletions	4	3.2476600609261e-06
