gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	mediator_gene	e_peak	eQTL_classification	gene_gwas_qtl	q99	prop_med	q99_mediator
logTotalMu	III	4892173	T26A5.5a.2_jhdm-1	0.00221792958509608	0.611	jhdm-1	12735382	Distant eQTL	T26A5.5a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZC47.3.1_fbxa-29	0.00356736118555219	0.611	fbxa-29	1286158	Local eQTL	ZC47.3.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K01G5.8b.1_K01G5.8	0.00974752609692495	0.615	K01G5.8	10756158	Local eQTL	K01G5.8b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C01G8.1b.1_C01G8.1	0.00278118682783087	0.616	C01G8.1	12099354	Distant eQTL	C01G8.1b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZK688.7.1_ZK688.7	0.00644386802256768	0.618	ZK688.7	7979730	Local eQTL	ZK688.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y48G1C.1.1_pid-2	0.00143607336569817	0.619	pid-2	12528761	Distant eQTL	Y48G1C.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	H05C05.2a.2_H05C05.2	0.00162387889638035	0.621	H05C05.2	2965094	Local eQTL	H05C05.2a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R13H8.1c.1_daf-16	0.00430611280125636	0.624	daf-16	12528761	Distant eQTL	R13H8.1c.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y55H10A.1.1_vha-19	0.00222438288937553	0.624	vha-19	8549722	Distant eQTL	Y55H10A.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C32A3.2.1_mrps-31	0.00279559894535197	0.625	mrps-31	4098226	Local eQTL	C32A3.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F40F12.1_ttr-4	0.00435612142180183	0.629	ttr-4	3239039	Distant eQTL	F40F12.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F40F12.1_ttr-4	0.00435612142180183	0.629	ttr-4	9894899	Local eQTL	F40F12.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y110A2AL.12a.1_pigw-1	0.00560368797274358	0.63	pigw-1	1447618	Distant eQTL	Y110A2AL.12a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C09E7.8a.1_C09E7.8	0.00511938963234275	0.634	C09E7.8	5736537	Local eQTL	C09E7.8a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K02D10.4.2_K02D10.4	0.0037890344664623	0.634	K02D10.4	7867229	Local eQTL	K02D10.4.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F40F12.7.2_cbp-3	0.00795047302609606	0.635	cbp-3	9913374	Local eQTL	F40F12.7.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y39E4B.9d.1_bre-2	0.0031073110869385	0.635	bre-2	11891019	Distant eQTL	Y39E4B.9d.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C06G3.8a.1_C06G3.8	0.00209585032189873	0.636	C06G3.8	12080737	Distant eQTL	C06G3.8a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	cTel54X.1.1_fbxa-6	0.00243869571783176	0.636	fbxa-6	12276	Local eQTL	cTel54X.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y47D3A.28.2_mcm-10	0.00469792023463249	0.636	mcm-10	11506315	Local eQTL	Y47D3A.28.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y119D3B.14.2_Y119D3B.14	0.00996028782370821	0.637	Y119D3B.14	1212621	Local eQTL	Y119D3B.14.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F08F8.10b.1_F08F8.10	0.00500996410270491	0.64	F08F8.10	7352397	Local eQTL	F08F8.10b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R05G9R.1.1_R05G9R.1	0.00642109532609491	0.642	R05G9R.1	11891019	Distant eQTL	R05G9R.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K06B9.4_K06B9.4	0.00182729340389793	0.643	K06B9.4	7579990	Distant eQTL	K06B9.4_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y111B2A.25_Y111B2A.25	0.00272454355686517	0.643	Y111B2A.25	12451026	Local eQTL	Y111B2A.25_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y45F3A.2.2_rab-30	0.00210011802649806	0.645	rab-30	6286394	Distant eQTL	Y45F3A.2.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F31B9.8_F31B9.8	0.00128647173494222	0.646	F31B9.8	6563694	Distant eQTL	F31B9.8_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y43F4B.9b.1_Y43F4B.9	0.00442421129951121	0.646	Y43F4B.9	13265430	Local eQTL	Y43F4B.9b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZC47.7.1_fbxa-151	0.00437878935520722	0.647	fbxa-151	1541813	Local eQTL	ZC47.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K11C4.5c.1_unc-68	0.00484556773233395	0.648	unc-68	3106655	Distant eQTL	K11C4.5c.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F40B1.1.1_bath-13	0.00110771330017292	0.649	bath-13	5030815	Distant eQTL	F40B1.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F23F12.13.1_F23F12.13	0.00323517940920735	0.65	F23F12.13	5925228	Local eQTL	F23F12.13.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C27F2.5.1_vps-22	0.00279055601151696	0.651	vps-22	4922974	Local eQTL	C27F2.5.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y39A3A.3.1_Y39A3A.3	0.00708297153713492	0.652	Y39A3A.3	2097911	Local eQTL	Y39A3A.3.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0523.5.1_fli-1	0.00719883850150369	0.656	fli-1	13265430	Distant eQTL	B0523.5.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T23H2.2.1_snt-4	0.0035020196044473	0.656	snt-4	10385195	Distant eQTL	T23H2.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F09F7.5a.2_F09F7.5	0.00157525071802568	0.661	F09F7.5	5477840	Local eQTL	F09F7.5a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F39D8.1c.1_pqn-36	0.00499089294196794	0.661	pqn-36	2923217	Distant eQTL	F39D8.1c.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F56D2.1b.1_ucr-1	0.00926350902066616	0.662	ucr-1	5660718	Local eQTL	F56D2.1b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F12A10.2_F12A10.2	0.00130525286642315	0.663	F12A10.2	9880014	Distant eQTL	F12A10.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T23G11.3.2_gld-1	0.00633321758971428	0.665	gld-1	11465750	Distant eQTL	T23G11.3.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C25D7.8.1_otub-1	0.000875279380438343	0.666	otub-1	4482501	Distant eQTL	C25D7.8.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K04C2.7.1_K04C2.7	0.00291464969908195	0.669	K04C2.7	6877741	Local eQTL	K04C2.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T26A5.4.2_algn-1	0.0020238984889785	0.669	algn-1	3339049	Distant eQTL	T26A5.4.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	H11E01.3c.1_H11E01.3	0.00216855305806643	0.671	H11E01.3	12772042	Distant eQTL	H11E01.3c.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y39A3CL.1.2_Y39A3CL.1	0.00373981657545774	0.671	Y39A3CL.1	1840352	Local eQTL	Y39A3CL.1.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T27C4.1.2_T27C4.1	0.00274638468707474	0.674	T27C4.1	13123964	Distant eQTL	T27C4.1.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F46E10.2.1_F46E10.2	0.00329858792566289	0.676	F46E10.2	2954593	Distant eQTL	F46E10.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F46E10.2.1_F46E10.2	0.00329858792566289	0.676	F46E10.2	10382281	Distant eQTL	F46E10.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F40G12.11.1_F40G12.11	0.00411541771226982	0.677	F40G12.11	2646834	Distant eQTL	F40G12.11.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F52C9.8g.1_pqe-1	0.00226541517895769	0.677	pqe-1	9943808	Distant eQTL	F52C9.8g.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T17H7.4g.1_pat-12	0.00241790549778784	0.678	pat-12	2646834	Distant eQTL	T17H7.4g.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y56A3A.12a.1_faah-4	0.00202392030915254	0.678	faah-4	11906872	Local eQTL	Y56A3A.12a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0524.4_B0524.4	0.00161110100356769	0.68	B0524.4	1870450	Local eQTL	B0524.4_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R11A5.1a.2_apb-3	0.00241699576540784	0.68	apb-3	2000817	Distant eQTL	R11A5.1a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0213.15a.1_cyp-34A9	0.00133380879099853	0.682	cyp-34A9	1863995	Distant eQTL	B0213.15a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T20G5.10.1_blos-1	0.00204201717537768	0.685	blos-1	2860369	Distant eQTL	T20G5.10.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T20G5.10.1_blos-1	0.00204201717537768	0.685	blos-1	9880014	Local eQTL	T20G5.10.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T23G5.1.2_rnr-1	0.00103440263155873	0.694	rnr-1	9601057	Local eQTL	T23G5.1.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y39A3CR.1a.2_smi-1	0.00201066011513307	0.694	smi-1	1854133	Local eQTL	Y39A3CR.1a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y82E9BL.7.1_fbxa-26	0.00451411628724185	0.695	fbxa-26	1202668	Local eQTL	Y82E9BL.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZK370.8.2_tomm-70	0.00135657737204764	0.695	tomm-70	6354631	Distant eQTL	ZK370.8.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y106G6H.12a.2_duo-3	0.000955943417159439	0.698	duo-3	6898616	Distant eQTL	Y106G6H.12a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F53A3.2.2_polh-1	0.00257661535418544	0.7	polh-1	2001186	Local eQTL	F53A3.2.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C48B4.6.1_C48B4.6	0.00512079956316586	0.703	C48B4.6	9601547	Local eQTL	C48B4.6.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R155.1b.1_mboa-6	0.00368780598955938	0.709	mboa-6	2009377	Local eQTL	R155.1b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C08A9.10.2_C08A9.10	0.00249299738394255	0.712	C08A9.10	3221019	Distant eQTL	C08A9.10.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	H04D03.1.1_enu-3.1	0.00532966189134304	0.713	enu-3.1	10606781	Local eQTL	H04D03.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	W03A3.2.1_polq-1	0.00277995133658953	0.714	polq-1	7305440	Distant eQTL	W03A3.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y92C3B.3a.2_rab-18	0.00472514082820816	0.714	rab-18	968848	Local eQTL	Y92C3B.3a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T12B5.6b.1_fbxa-55	0.00118716112019288	0.715	fbxa-55	171044	Local eQTL	T12B5.6b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F35G2.4.2_phy-2	0.00305016279721883	0.72	phy-2	10359001	Distant eQTL	F35G2.4.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F10E9.5.1_F10E9.5	0.00190073804513952	0.722	F10E9.5	8876716	Local eQTL	F10E9.5.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F41G3.18.1_F41G3.18	0.00448242445718636	0.722	F41G3.18	2878158	Distant eQTL	F41G3.18.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F42F12.7.1_nspc-14	0.00353194345224201	0.724	nspc-14	3329752	Distant eQTL	F42F12.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F42F12.7.1_nspc-14	0.00353194345224201	0.724	nspc-14	8975604	Distant eQTL	F42F12.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C14B1.6b.1_nrde-1	0.00238475426204151	0.725	nrde-1	3377321	Local eQTL	C14B1.6b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y67D2.4b.1_Y67D2.4	0.0039225574787659	0.726	Y67D2.4	1534618	Local eQTL	Y67D2.4b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T27B7.4b.1_nhr-115	0.00387004641182686	0.727	nhr-115	10537269	Distant eQTL	T27B7.4b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F41E6.11.1_F41E6.11	0.00397909943312244	0.728	F41E6.11	2923217	Distant eQTL	F41E6.11.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T04D3.8.1_T04D3.8	0.000642320594763806	0.731	T04D3.8	8876716	Distant eQTL	T04D3.8.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C08F11.7.1_C08F11.7	0.00127807967334305	0.733	C08F11.7	10445246	Distant eQTL	C08F11.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F31E3.6.2_F31E3.6	0.00140521062215625	0.733	F31E3.6	6591675	Local eQTL	F31E3.6.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F41E6.5a.1_F41E6.5	0.00282745666761295	0.733	F41E6.5	7867229	Distant eQTL	F41E6.5a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y119D3B.8.1_fbxa-61	0.00283991900891814	0.733	fbxa-61	1179178	Local eQTL	Y119D3B.8.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C45G9.15.1_C45G9.15	0.00191631153312443	0.734	C45G9.15	4482501	Local eQTL	C45G9.15.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K03H1.8_K03H1.8	0.00217989634541494	0.736	K03H1.8	9880014	Local eQTL	K03H1.8_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F57B10.8.1_F57B10.8	0.00403270663668727	0.737	F57B10.8	2923217	Distant eQTL	F57B10.8.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T26A5.2b.1_T26A5.2	0.00189786487827663	0.737	T26A5.2	8254319	Distant eQTL	T26A5.2b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y46G5A.21.1_acl-7	0.00600757175039405	0.74	acl-7	1931009	Distant eQTL	Y46G5A.21.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C16A11.5d.1_C16A11.5	0.0021283510888214	0.742	C16A11.5	2644030	Distant eQTL	C16A11.5d.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C24H11.2.1_C24H11.2	0.0132231993803387	0.744	C24H11.2	11782126	Local eQTL	C24H11.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F13D12.2a.1_ldh-1	0.00131490779654516	0.744	ldh-1	3595800	Distant eQTL	F13D12.2a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T13B5.8a.2_sut-1	0.00279832822134099	0.744	sut-1	10917107	Distant eQTL	T13B5.8a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y22D7AL.9.1_Y22D7AL.9	0.00269952423369362	0.745	Y22D7AL.9	1618298	Local eQTL	Y22D7AL.9.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F54E7.9.1_F54E7.9	0.00140309038449053	0.747	F54E7.9	7120604	Distant eQTL	F54E7.9.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F58D5.2b.1_F58D5.2	0.00386070523061129	0.749	F58D5.2	3047948	Distant eQTL	F58D5.2b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	E04A4.4a.1_hoe-1	0.00255447862341674	0.756	hoe-1	5030815	Distant eQTL	E04A4.4a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y16E11A.4.1_Y16E11A.4	0.00386247003666384	0.756	Y16E11A.4	7310140	Distant eQTL	Y16E11A.4.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	M01F1.1.1_gly-14	0.00114875864661876	0.757	gly-14	5287306	Distant eQTL	M01F1.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y22D7AR.12_Y22D7AR.12	0.00324377559274267	0.758	Y22D7AR.12	1832598	Local eQTL	Y22D7AR.12_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K03H1.10.2_cbp-2	0.00414327048117132	0.759	cbp-2	9936067	Local eQTL	K03H1.10.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	W09D6.6.2_hmt-1	0.00248712884239211	0.759	hmt-1	11217854	Local eQTL	W09D6.6.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F47D12.4b.1_hmg-1.2	0.0013547234715272	0.76	hmg-1.2	7335426	Distant eQTL	F47D12.4b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T23D8.6.1_his-68	0.000464608592479849	0.761	his-68	12491239	Distant eQTL	T23D8.6.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T20B12.1.2_trd-1	0.000813534514643096	0.762	trd-1	8767221	Distant eQTL	T20B12.1.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F57B9.4a.1_coq-2	0.00234647095692579	0.763	coq-2	5798099	Distant eQTL	F57B9.4a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y54F10BM.4.1_fbxa-39	0.00125480968518669	0.763	fbxa-39	2118294	Local eQTL	Y54F10BM.4.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T12B5.8.2_fbxa-59	0.00164537262280882	0.764	fbxa-59	924850	Local eQTL	T12B5.8.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	M03C11.6.2_M03C11.6	0.00129758788694467	0.765	M03C11.6	10424064	Local eQTL	M03C11.6.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C09G9.7a.1_npax-4	0.00349698197526816	0.768	npax-4	10244022	Distant eQTL	C09G9.7a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C12D5.7.2_cyp-33A1	0.00192117005319957	0.771	cyp-33A1	3437947	Distant eQTL	C12D5.7.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F31E3.6.1_F31E3.6	0.00459507925676978	0.771	F31E3.6	6591675	Local eQTL	F31E3.6.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	CC8.2a.2_CC8.2	0.0030282136911552	0.772	CC8.2	3353294	Distant eQTL	CC8.2a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	CC8.2a.2_CC8.2	0.0030282136911552	0.772	CC8.2	12079457	Distant eQTL	CC8.2a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F48G7.12a.1_F48G7.12	0.00108229745760201	0.772	F48G7.12	12398088	Distant eQTL	F48G7.12a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	H04J21.3a.1_gip-1	0.00135100004985961	0.772	gip-1	2360465	Local eQTL	H04J21.3a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y111B2A.18.2_rsp-3	0.00379128242567589	0.772	rsp-3	12717750	Local eQTL	Y111B2A.18.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C54C6.1.1_rpl-37	0.0021851243822858	0.774	rpl-37	3563455	Local eQTL	C54C6.1.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T20B3.7.2_phy-3	0.00171464764669831	0.774	phy-3	11876092	Distant eQTL	T20B3.7.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C07G1.7.1_C07G1.7	0.00144995348036543	0.778	C07G1.7	4963420	Distant eQTL	C07G1.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T04A8.18.1_T04A8.18	0.00157427766988272	0.778	T04A8.18	4356506	Local eQTL	T04A8.18.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y56A3A.18.2_Y56A3A.18	0.002844966425488	0.778	Y56A3A.18	11851830	Local eQTL	Y56A3A.18.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C54G7.3a.1_lgx-1	0.0031218903783136	0.779	lgx-1	11891019	Distant eQTL	C54G7.3a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T19B10.9.1_mam-4	0.00218452294374547	0.781	mam-4	11891019	Distant eQTL	T19B10.9.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0393.8.1_B0393.8	0.00545910168069372	0.782	B0393.8	5133787	Local eQTL	B0393.8.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y54F10AM.10.1_rbc-2	0.00109668594951899	0.782	rbc-2	2528049	Local eQTL	Y54F10AM.10.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T28A11.21.2_fbxa-64	0.0020737977855231	0.783	fbxa-64	11897326	Distant eQTL	T28A11.21.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y111B2A.27_Y111B2A.27	0.00542719170729858	0.786	Y111B2A.27	12525721	Local eQTL	Y111B2A.27_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y48A6B.5.2_exos-1	0.00161145634143722	0.79	exos-1	10858144	Local eQTL	Y48A6B.5.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y49E10.22.1_pstk-1	0.00286002959384187	0.792	pstk-1	12525721	Local eQTL	Y49E10.22.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C39B5.3.1_fbxa-62	0.00109313723507978	0.796	fbxa-62	2214057	Local eQTL	C39B5.3.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R07E5.5.1_R07E5.5	0.000327467100360434	0.796	R07E5.5	3955608	Local eQTL	R07E5.5.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C48A7.2a.1_pitr-1	0.00216608268297639	0.798	pitr-1	12528761	Distant eQTL	C48A7.2a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	H05C05.2a.1_H05C05.2	0.00197948860461326	0.798	H05C05.2	2965094	Local eQTL	H05C05.2a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y49E10.11b.1_tat-1	0.00236708430971109	0.804	tat-1	12725522	Local eQTL	Y49E10.11b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F39B2.7.2_mtcu-1	0.00206956662445243	0.806	mtcu-1	8969651	Distant eQTL	F39B2.7.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y111B2A.4a.1_sql-1	0.00227943137861338	0.807	sql-1	12619451	Local eQTL	Y111B2A.4a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F46H5.7b.1_F46H5.7	0.000508969816784045	0.808	F46H5.7	2608757	Distant eQTL	F46H5.7b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZK1290.4b.1_nfi-1	0.000670587473355025	0.808	nfi-1	12164184	Distant eQTL	ZK1290.4b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C29E4.8.2_let-754	0.00449344811111616	0.81	let-754	7392665	Local eQTL	C29E4.8.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F09E5.9_F09E5.9	0.00277858547190722	0.812	F09E5.9	13280214	Distant eQTL	F09E5.9_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0391.8_B0391.8	0.00166474556473722	0.814	B0391.8	11395781	Distant eQTL	B0391.8_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZC101.2a.1_unc-52	0.000598186786736255	0.815	unc-52	8158075	Distant eQTL	ZC101.2a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y71H2AM.6a.1_Y71H2AM.6	0.00276568732112788	0.817	Y71H2AM.6	2781955	Local eQTL	Y71H2AM.6a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T12A7.4a.1_lips-5	0.00223778698054097	0.82	lips-5	2743863	Distant eQTL	T12A7.4a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K01A2.8d.1_mps-2	0.00164363229677757	0.821	mps-2	11186807	Distant eQTL	K01A2.8d.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F52D2.8_fbxa-46	0.00256983592651102	0.823	fbxa-46	1103660	Distant eQTL	F52D2.8_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y56A3A.11.2_tsen-2	0.00417401728717126	0.823	tsen-2	11913744	Local eQTL	Y56A3A.11.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F35D2.2.1_F35D2.2	0.00332076394876342	0.825	F35D2.2	2947373	Distant eQTL	F35D2.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F02D10.5.1_flr-1	0.00219824049754676	0.826	flr-1	12368134	Distant eQTL	F02D10.5.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y39A1A.2d.1_Y39A1A.2	0.00275685530836759	0.827	Y39A1A.2	10432114	Local eQTL	Y39A1A.2d.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F41G4.13.1_F41G4.13	0.00105373095376995	0.828	F41G4.13	2910677	Distant eQTL	F41G4.13.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y102A5C.3_fbxa-207	0.00214788165585565	0.829	fbxa-207	4962431	Distant eQTL	Y102A5C.3_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	M03F8.1.1_M03F8.1	0.000953713950914841	0.83	M03F8.1	2860369	Distant eQTL	M03F8.1.1_III_4892173	0.123329193354941	NA	NA
