gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	mediator_gene	e_peak	eQTL_classification	gene_gwas_qtl	q99	prop_med	q99_mediator
logTotalMu	III	4892173	C26E6.7a.2_eri-9	0.117014315270093	0.002	eri-9	4677262	Local eQTL	C26E6.7a.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F56D2.1d.1_ucr-1	0.0561493577061431	0.002	ucr-1	5595307	Local eQTL	F56D2.1d.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y48G9A.10.1_cpt-3	0.059370482277544	0.002	cpt-3	2518995	Local eQTL	Y48G9A.10.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y53F4B.17.1_Y53F4B.17	0.0747224749933819	0.002	Y53F4B.17	12772042	Distant eQTL	Y53F4B.17.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y71H2AM.17.1_swsn-3	0.0484828218676121	0.002	swsn-3	2763597	Local eQTL	Y71H2AM.17.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y75B8A.7.2_Y75B8A.7	0.04562469493025	0.002	Y75B8A.7	12074899	Local eQTL	Y75B8A.7.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C26E6.12.2_C26E6.12	0.0872050501937165	0.003	C26E6.12	5395065	Local eQTL	C26E6.12.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C29F9.11_fbxa-58	0.0763960748070026	0.003	fbxa-58	1010972	Local eQTL	C29F9.11_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	H14E04.2c.2_H14E04.2	0.0991456316471736	0.003	H14E04.2	3920094	Distant eQTL	H14E04.2c.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	K01G5.8a.2_K01G5.8	0.0575994384189584	0.003	K01G5.8	10756158	Local eQTL	K01G5.8a.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y39A3A.4.1_Y39A3A.4	0.0608330293071476	0.003	Y39A3A.4	2141486	Local eQTL	Y39A3A.4.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y75B8A.25.2_Y75B8A.25	0.0480251664185551	0.003	Y75B8A.25	12328097	Local eQTL	Y75B8A.25.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C24H11.6.1_immp-1	0.0773431691691915	0.004	immp-1	11790052	Local eQTL	C24H11.6.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	R07E5.10.1_pdcd-2	0.0404202330084539	0.004	pdcd-2	5709836	Distant eQTL	R07E5.10.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	E02H9.12_E02H9.12	0.053769837559663	0.005	E02H9.12	2449975	Local eQTL	E02H9.12_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F39H12.4.1_igcm-1	0.0566017934690961	0.005	igcm-1	1644607	Distant eQTL	F39H12.4.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	K01G5.2b.1_hpl-2	0.0560211498888504	0.005	hpl-2	10731404	Local eQTL	K01G5.2b.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F40G9.11.2_mxl-2	0.0794055754978892	0.006	mxl-2	82016	Local eQTL	F40G9.11.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T16G12.3.1_T16G12.3	0.0597576611668233	0.007	T16G12.3	9771875	Local eQTL	T16G12.3.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y111B2A.22b.1_ssl-1	0.041080603894027	0.007	ssl-1	12747126	Local eQTL	Y111B2A.22b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y55B1BR.3.1_cec-8	0.031342769153289	0.007	cec-8	1604698	Distant eQTL	Y55B1BR.3.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y66D12A.8a.2_Y66D12A.8	0.0563317634356101	0.007	Y66D12A.8	11574533	Local eQTL	Y66D12A.8a.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C07H6.2.1_C07H6.2	0.0398517599801694	0.009	C07H6.2	9993012	Distant eQTL	C07H6.2.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y119D3B.20_fbxa-92	0.0532669024358037	0.009	fbxa-92	1322691	Local eQTL	Y119D3B.20_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C26E6.7c.1_eri-9	0.0846973939950621	0.01	eri-9	6865201	Distant eQTL	C26E6.7c.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	M01G5.1.2_M01G5.1	0.0437743514593039	0.01	M01G5.1	1518365	Local eQTL	M01G5.1.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T20B3.8_clec-23	0.0551593836420568	0.01	clec-23	3140634	Distant eQTL	T20B3.8_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y48A6C.6_Y48A6C.6	0.0370893160060305	0.01	Y48A6C.6	11089532	Local eQTL	Y48A6C.6_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y49E10.2.1_glrx-5	0.0460760464001688	0.01	glrx-5	12328097	Local eQTL	Y49E10.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y66D12A.1.1_Y66D12A.1	0.0508560854603695	0.011	Y66D12A.1	11536759	Local eQTL	Y66D12A.1.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	B0280.13.2_viro-2	0.0435487111098101	0.012	viro-2	7145610	Local eQTL	B0280.13.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y119D3B.16.1_mrpl-45	0.0945608177212107	0.012	mrpl-45	1098862	Local eQTL	Y119D3B.16.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F52C9.1.1_sorf-2	0.0535449197577438	0.013	sorf-2	5332159	Local eQTL	F52C9.1.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y39A1A.11a.2_dhs-11	0.0433438575964812	0.014	dhs-11	10637159	Local eQTL	Y39A1A.11a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0336.9c.1_swp-1	0.0494294997545513	0.015	swp-1	5660718	Local eQTL	B0336.9c.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F40G9.11.1_mxl-2	0.0765874261362254	0.015	mxl-2	82016	Local eQTL	F40G9.11.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y54G11B.1.2_dmsr-6	0.0274783653704505	0.019	dmsr-6	12619451	Distant eQTL	Y54G11B.1.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y56A3A.2.1_Y56A3A.2	0.0265383279616636	0.02	Y56A3A.2	11850542	Local eQTL	Y56A3A.2.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	B0524.5.1_B0524.5	0.0448936298409136	0.021	B0524.5	1895735	Local eQTL	B0524.5.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	R06B9.3.1_arrd-13	0.0341681798287538	0.021	arrd-13	12000745	Distant eQTL	R06B9.3.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y66D12A.7.1_Y66D12A.7	0.0351353550002932	0.021	Y66D12A.7	11660231	Local eQTL	Y66D12A.7.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	ZK328.2.2_eftu-2	0.0316032500851049	0.021	eftu-2	6069775	Local eQTL	ZK328.2.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F21A3.6.1_glb-14	0.0361706961314222	0.022	glb-14	12695670	Distant eQTL	F21A3.6.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y111B2A.1.1_Y111B2A.1	0.0327466467266299	0.022	Y111B2A.1	12495639	Local eQTL	Y111B2A.1.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y49E10.5_Y49E10.5	0.05342178972131	0.023	Y49E10.5	12381429	Local eQTL	Y49E10.5_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y39A1A.25_Y39A1A.25	0.0249631109140394	0.024	Y39A1A.25	10522661	Local eQTL	Y39A1A.25_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C38D4.10.1_C38D4.10	0.0425624337476824	0.025	C38D4.10	10433216	Distant eQTL	C38D4.10.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T10F2.1b.2_gars-1	0.0480002051130983	0.025	gars-1	4922974	Local eQTL	T10F2.1b.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	B0280.13.1_viro-2	0.0334457743999958	0.027	viro-2	7145610	Local eQTL	B0280.13.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	E02H9.2_E02H9.2	0.0264264122230381	0.027	E02H9.2	2332063	Local eQTL	E02H9.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	H14A12.4.1_mls-1	0.0460452327265669	0.027	mls-1	9993012	Distant eQTL	H14A12.4.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T05A12.2a.1_tre-2	0.0370547896124474	0.027	tre-2	3353294	Distant eQTL	T05A12.2a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	ZC47.5.1_fbxa-31	0.0430215042318223	0.027	fbxa-31	1286158	Local eQTL	ZC47.5.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F59H6.11.1_bath-5	0.0419672938894195	0.028	bath-5	11835006	Distant eQTL	F59H6.11.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T16G12.4.1_T16G12.4	0.038582980802078	0.029	T16G12.4	8279980	Distant eQTL	T16G12.4.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F07G6.7.1_fbxa-53	0.0263908533679317	0.03	fbxa-53	763976	Distant eQTL	F07G6.7.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T16G12.4.2_T16G12.4	0.0385579348186686	0.03	T16G12.4	9858358	Local eQTL	T16G12.4.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	B0280.1a.1_ggtb-1	0.0342962840828772	0.032	ggtb-1	7145610	Local eQTL	B0280.1a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y71H2AM.22a.1_twk-45	0.0376280172627997	0.032	twk-45	2794606	Local eQTL	Y71H2AM.22a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	ZK637.7a.1_lin-9	0.0445194207056427	0.032	lin-9	8918935	Local eQTL	ZK637.7a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F47D12.4a.1_hmg-1.2	0.0260228127370063	0.033	hmg-1.2	3329752	Distant eQTL	F47D12.4a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C06B8.7.2_C06B8.7	0.0310998359536819	0.034	C06B8.7	2644030	Distant eQTL	C06B8.7.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C06B8.7.2_C06B8.7	0.0310998359536819	0.034	C06B8.7	11443642	Distant eQTL	C06B8.7.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y53G8AR.3a.2_ral-1	0.0400020549546255	0.034	ral-1	5540044	Distant eQTL	Y53G8AR.3a.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	R107.2.2_R107.2	0.0269825046176922	0.035	R107.2	9045048	Local eQTL	R107.2.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y82E9BL.10.1_fbxa-14	0.0312266288449135	0.036	fbxa-14	1225561	Local eQTL	Y82E9BL.10.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	B0303.11a.2_B0303.11	0.0431215637944411	0.038	B0303.11	8778247	Local eQTL	B0303.11a.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F33D11.10.1_F33D11.10	0.029476771801156	0.038	F33D11.10	1870749	Distant eQTL	F33D11.10.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y111B2A.19a.2_spin-4	0.0406939242267066	0.038	spin-4	12695670	Local eQTL	Y111B2A.19a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R07C3.5.1_fbxc-34	0.0244854063683804	0.039	fbxc-34	1604698	Distant eQTL	R07C3.5.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y56A3A.19.2_Y56A3A.19	0.0615525425017051	0.039	Y56A3A.19	11913744	Local eQTL	Y56A3A.19.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F48E3.8e.1_F48E3.8	0.0370744856017208	0.04	F48E3.8	2616830	Distant eQTL	F48E3.8e.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	K08E5.1b.1_K08E5.1	0.0446460149511716	0.041	K08E5.1	10090816	Local eQTL	K08E5.1b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y53F4B.20.1_Y53F4B.20	0.0305186226507788	0.041	Y53F4B.20	12619451	Distant eQTL	Y53F4B.20.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	Y48A6C.1_Y48A6C.1	0.0225110423874743	0.042	Y48A6C.1	11089532	Local eQTL	Y48A6C.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	ZK637.7b.2_lin-9	0.0318465507757911	0.042	lin-9	8918935	Local eQTL	ZK637.7b.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F26F4.9a.1_F26F4.9	0.0217040550087357	0.043	F26F4.9	3486613	Distant eQTL	F26F4.9a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	K01G5.8b.2_K01G5.8	0.0474318741951388	0.043	K01G5.8	10756158	Local eQTL	K01G5.8b.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	C06E1.11.2_C06E1.11	0.03480433383024	0.046	C06E1.11	8915942	Local eQTL	C06E1.11.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	R06B9.3.2_arrd-13	0.0260631605874987	0.046	arrd-13	12000745	Distant eQTL	R06B9.3.2_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	F09G8.5.1_F09G8.5	0.0541557519492345	0.047	F09G8.5	7469275	Local eQTL	F09G8.5.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	ZK686.1.1_ZK686.1	0.0421309404767574	0.048	ZK686.1	7392665	Local eQTL	ZK686.1.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	H06I04.4a.1_ubl-1	0.023841474231482	0.049	ubl-1	3069214	Local eQTL	H06I04.4a.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	T12B5.2.1_fbxa-54	0.0443459007191158	0.049	fbxa-54	1380538	Local eQTL	T12B5.2.1_III_4892173	0.123329193354941	0 ≤ prop_med ≤ 1	NA
logTotalMu	III	4892173	B0303.11b.1_B0303.11	0.04839960426299	0.052	B0303.11	8750423	Local eQTL	B0303.11b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y75B8A.5.2_lron-12	0.0288614480344205	0.053	lron-12	12120400	Local eQTL	Y75B8A.5.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F43D9.3b.1_sly-1	0.0194185630881217	0.057	sly-1	10493185	Local eQTL	F43D9.3b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R12B2.2.1_R12B2.2	0.0239152116552112	0.057	R12B2.2	8079796	Distant eQTL	R12B2.2.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C24H11.9.1_mdt-21	0.0214718220950691	0.059	mdt-21	11689169	Local eQTL	C24H11.9.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T28A11.2.2_T28A11.2	0.0211903657101187	0.061	T28A11.2	11897326	Distant eQTL	T28A11.2.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y71H2AM.17.2_swsn-3	0.0242349020268754	0.061	swsn-3	2715411	Local eQTL	Y71H2AM.17.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F53E4.1a.1_F53E4.1	0.0213259883467263	0.063	F53E4.1	2788089	Distant eQTL	F53E4.1a.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T10F2.1a.2_gars-1	0.0241757947037117	0.063	gars-1	4839395	Local eQTL	T10F2.1a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C23G10.2a.2_C23G10.2	0.0169567280941337	0.064	C23G10.2	7098875	Local eQTL	C23G10.2a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y55B1BR.4.1_magu-1	0.0330126471893097	0.064	magu-1	224068	Local eQTL	Y55B1BR.4.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y67D8C.10b.1_mca-3	0.0223625622622051	0.065	mca-3	12528761	Distant eQTL	Y67D8C.10b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T07G12.8_T07G12.8	0.0558055695252569	0.069	T07G12.8	3353294	Distant eQTL	T07G12.8_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y53G8AR.6.1_Y53G8AR.6	0.0190144871835636	0.069	Y53G8AR.6	3363767	Local eQTL	Y53G8AR.6.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y79H2A.6b.1_arx-3	0.0311267178685039	0.069	arx-3	12120400	Local eQTL	Y79H2A.6b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	B0361.5a.2_psd-1	0.026079809145742	0.072	psd-1	3160500	Distant eQTL	B0361.5a.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C34E10.3.1_gop-1	0.0171541838006824	0.072	gop-1	5185185	Local eQTL	C34E10.3.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y54F10AM.4c.2_ceh-44	0.025390000814286	0.072	ceh-44	2539877	Local eQTL	Y54F10AM.4c.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y67D2.5.1_Y67D2.5	0.0326553062088939	0.072	Y67D2.5	1556006	Local eQTL	Y67D2.5.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y75B8A.7.1_Y75B8A.7	0.0322487540286037	0.072	Y75B8A.7	12018647	Local eQTL	Y75B8A.7.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	M01B12.3.2_arx-7	0.01612442012226	0.073	arx-7	1849564	Distant eQTL	M01B12.3.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R107.6b.1_cls-2	0.0265296300939427	0.073	cls-2	9044525	Local eQTL	R107.6b.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	Y82E9BR.2_Y82E9BR.2	0.016552235718302	0.073	Y82E9BR.2	1438511	Local eQTL	Y82E9BR.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	T12B5.10.1_fbxa-60	0.0520719322975979	0.076	fbxa-60	1088207	Local eQTL	T12B5.10.1_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	C29F9.10_fbxa-57	0.0274949156794273	0.077	fbxa-57	929230	Local eQTL	C29F9.10_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	K08E5.1b.2_K08E5.1	0.0409504384706278	0.077	K08E5.1	10090816	Local eQTL	K08E5.1b.2_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	R155.4_R155.4	0.0259000665875375	0.077	R155.4	1956396	Local eQTL	R155.4_III_4892173	0.123329193354941	NA	NA
logTotalMu	III	4892173	F54F2.7.2_F54F2.7	0.018134154302264	0.079	F54F2.7	7459140	Distant eQTL	F54F2.7.2_III_4892173	0.123329193354941	NA	NA
