gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	mediator_gene	e_peak	eQTL_classification	gene_gwas_qtl	q99	prop_med	q99_mediator
logTotalMu	II	9296075	E04F6.9.2_E04F6.9	0.0178654030347684	0.059	E04F6.9	6267686	Local eQTL	E04F6.9.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F59A6.6b.1_rnh-1.0	0.0730384521318432	0.059	rnh-1.0	4968229	Local eQTL	F59A6.6b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C05E11.3b.1_C05E11.3	0.0284230026562086	0.06	C05E11.3	13493538	Distant eQTL	C05E11.3b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y57A10A.7_Y57A10A.7	0.0430837030561926	0.062	Y57A10A.7	12118931	Local eQTL	Y57A10A.7_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK675.1b.2_ptc-1	0.0195503524279901	0.07	ptc-1	7957028	Local eQTL	ZK675.1b.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK669.4.1_dbt-1	0.0178614185683961	0.074	dbt-1	6920787	Distant eQTL	ZK669.4.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T10D4.13.1_ins-19	0.0244249637024387	0.075	ins-19	9215013	Distant eQTL	T10D4.13.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	K07D4.2.1_K07D4.2	0.0670907373455744	0.077	K07D4.2	3511980	Local eQTL	K07D4.2.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C14A4.3.2_algn-9	0.0253970298526921	0.08	algn-9	12716738	Distant eQTL	C14A4.3.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F10B5.2.2_F10B5.2	0.0228452792371425	0.085	F10B5.2	8147200	Local eQTL	F10B5.2.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y46G5A.12.1_vps-2	0.0251711223501394	0.088	vps-2	12786409	Local eQTL	Y46G5A.12.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F07F6.7.2_F07F6.7	0.0167804029705362	0.089	F07F6.7	11279813	Distant eQTL	F07F6.7.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F09G8.2.1_crn-7	0.0159715497604254	0.091	crn-7	7284002	Distant eQTL	F09G8.2.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y51B9A.5.1_Y51B9A.5	0.0177047628234351	0.097	Y51B9A.5	8843293	Local eQTL	Y51B9A.5.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	R09D1.6.1_chil-19	0.0286401732415515	0.101	chil-19	9345644	Local eQTL	R09D1.6.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y45F10D.13d.1_sorb-1	0.0161447410282296	0.102	sorb-1	11033835	Distant eQTL	Y45F10D.13d.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C25H3.6a.2_mdt-26	0.0151449704778679	0.103	mdt-26	5308622	Local eQTL	C25H3.6a.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	D2096.13.1_D2096.13	0.0262762712295027	0.106	D2096.13	9091122	Distant eQTL	D2096.13.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y38E10A.16.1_nspe-5	0.0224852126540571	0.106	nspe-5	12609559	Local eQTL	Y38E10A.16.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y17G7B.11.1_arrd-7	0.0269949296445085	0.107	arrd-7	12061666	Local eQTL	Y17G7B.11.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y46G5A.34.2_Y46G5A.34	0.0332114865877291	0.107	Y46G5A.34	12659729	Local eQTL	Y46G5A.34.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y46G5A.7.1_Y46G5A.7	0.0178509563744155	0.108	Y46G5A.7	12735248	Local eQTL	Y46G5A.7.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T24H10.7d.1_jun-1	0.0137154682411978	0.111	jun-1	9345644	Local eQTL	T24H10.7d.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F58G1.2a.1_F58G1.2	0.0135829989454283	0.112	F58G1.2	12671847	Local eQTL	F58G1.2a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T05H4.8_T05H4.8	0.0135059206348557	0.112	T05H4.8	8795806	Distant eQTL	T05H4.8_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C33F10.1.1_C33F10.1	0.0247054487446617	0.124	C33F10.1	4782347	Local eQTL	C33F10.1.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F07B7.1.1_F07B7.1	0.00978227933479677	0.124	F07B7.1	6994573	Distant eQTL	F07B7.1.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK1067.2a.1_znfx-1	0.0175687331520802	0.124	znfx-1	8323173	Local eQTL	ZK1067.2a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T02G5.4_T02G5.4	0.0361922966944221	0.127	T02G5.4	7355693	Local eQTL	T02G5.4_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y17G7B.20b.1_Y17G7B.20	0.0144900693392165	0.127	Y17G7B.20	11894395	Local eQTL	Y17G7B.20b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	W09B7.1.1_W09B7.1	0.00978227933479677	0.128	W09B7.1	6994573	Distant eQTL	W09B7.1.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y38E10A.14.1_Y38E10A.14	0.0194412342491149	0.128	Y38E10A.14	12625922	Local eQTL	Y38E10A.14.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C50E10.2a.2_C50E10.2	0.0183469821138067	0.13	C50E10.2	12609559	Local eQTL	C50E10.2a.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK666.15.2_ZK666.15	0.0106542665112982	0.133	ZK666.15	12618952	Distant eQTL	ZK666.15.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F44F4.10.1_F44F4.10	0.0153832844334565	0.14	F44F4.10	10868476	Local eQTL	F44F4.10.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C05C10.1.1_pho-10	0.0213817499213699	0.141	pho-10	10600950	Local eQTL	C05C10.1.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F42G4.7.1_F42G4.7	0.0139309305507313	0.141	F42G4.7	13018346	Local eQTL	F42G4.7.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	AH6.3.1_AH6.3	0.0148816143406758	0.145	AH6.3	9520225	Local eQTL	AH6.3.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C38D9.2.1_C38D9.2	0.0175464816140995	0.147	C38D9.2	9909364	Distant eQTL	C38D9.2.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	M151.9_M151.9	0.023434187615098	0.148	M151.9	3621475	Local eQTL	M151.9_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C04A2.1.1_tbc-6	0.012004113870818	0.149	tbc-6	6839580	Local eQTL	C04A2.1.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F10E7.1.1_F10E7.1	0.0208861474319528	0.149	F10E7.1	7033661	Local eQTL	F10E7.1.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T27D12.3.1_clec-144	0.011874036601757	0.149	clec-144	11744122	Local eQTL	T27D12.3.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK177.8b.2_ZK177.8	0.0159661280312084	0.152	ZK177.8	6662962	Distant eQTL	ZK177.8b.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C24B9.3.1_C24B9.3	0.0183098835720376	0.153	C24B9.3	6918577	Distant eQTL	C24B9.3.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F13D12.6.1_ctsa-1.2	0.0104490516672114	0.156	ctsa-1.2	11723460	Local eQTL	F13D12.6.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK1320.12b.1_taf-8	0.0110113575662181	0.156	taf-8	9444618	Local eQTL	ZK1320.12b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	D1054.2.2_pas-2	0.0119257679879707	0.157	pas-2	7867402	Distant eQTL	D1054.2.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y46G5A.20.1_Y46G5A.20	0.0230693175693071	0.161	Y46G5A.20	12807953	Local eQTL	Y46G5A.20.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y38E10A.11.1_nspe-4	0.0267902432222412	0.164	nspe-4	12625922	Local eQTL	Y38E10A.11.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	K08H10.1a.1_lea-1	0.0173913087820597	0.167	lea-1	8795806	Distant eQTL	K08H10.1a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	E04F6.11a.1_clh-3	0.009864850053929	0.171	clh-3	7152183	Local eQTL	E04F6.11a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F10G7.2.1_tsn-1	0.0225654804998512	0.171	tsn-1	6854401	Distant eQTL	F10G7.2.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	R05D7.5c.1_R05D7.5	0.0126500100065935	0.174	R05D7.5	5247623	Distant eQTL	R05D7.5c.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T10C6.7.2_T10C6.7	0.0299276799967344	0.179	T10C6.7	13119784	Distant eQTL	T10C6.7.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C25H3.15.1_C25H3.15	0.0163045732382508	0.181	C25H3.15	5308622	Local eQTL	C25H3.15.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	R134.2_gcy-2	0.0316805646445801	0.183	gcy-2	9039062	Local eQTL	R134.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T07F8.4.2_T07F8.4	0.0249931003122288	0.186	T07F8.4	7271017	Local eQTL	T07F8.4.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	ZK20.4a.1_coa-7	0.0146677069642646	0.187	coa-7	11560188	Local eQTL	ZK20.4a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F59E12.5b.2_npl-4.2	0.0088276738454353	0.188	npl-4.2	6058955	Local eQTL	F59E12.5b.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C17C3.1a.1_C17C3.1	0.00941007146607559	0.191	C17C3.1	5110041	Local eQTL	C17C3.1a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F54D5.2.1_F54D5.2	0.0135578540749449	0.192	F54D5.2	10967877	Local eQTL	F54D5.2.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y46G5A.14.2_Y46G5A.14	0.0119650881735704	0.193	Y46G5A.14	12775053	Local eQTL	Y46G5A.14.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y57A10A.19.1_rsr-2	0.0201103251792627	0.193	rsr-2	12454247	Local eQTL	Y57A10A.19.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y48G8AL.11a.1_haf-6	0.00903881654273285	0.194	haf-6	8699190	Distant eQTL	Y48G8AL.11a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F14D2.13a.1_bath-28	0.0674289683717225	0.195	bath-28	3248821	Local eQTL	F14D2.13a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	K08F8.4b.1_pah-1	0.0198271375435899	0.195	pah-1	8689612	Local eQTL	K08F8.4b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T21F2.1a.1_lgc-53	0.0233312351631945	0.207	lgc-53	3153048	Distant eQTL	T21F2.1a.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y76B12C.9.2_Y76B12C.9	0.00878444712526107	0.207	Y76B12C.9	13128488	Distant eQTL	Y76B12C.9.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T10B9.2.1_cyp-13A5	0.0138107942186875	0.213	cyp-13A5	9550112	Local eQTL	T10B9.2.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	R74.5b.1_asd-1	0.00798988913624389	0.226	asd-1	9243856	Distant eQTL	R74.5b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F59E12.9.2_F59E12.9	0.00783710052283975	0.228	F59E12.9	5615007	Local eQTL	F59E12.9.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	C17C3.12c.2_acdh-2	0.0224551469194755	0.23	acdh-2	5505071	Local eQTL	C17C3.12c.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	F11G11.8.1_nspd-5	0.0204433705122841	0.232	nspd-5	4837879	Local eQTL	F11G11.8.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	K01C8.7b.1_slc-25A32	0.0181434364830536	0.235	slc-25A32	7308038	Local eQTL	K01C8.7b.1_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	T01B7.3.2_rab-21	0.0212157505932551	0.239	rab-21	7406257	Distant eQTL	T01B7.3.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	Y17G7B.11.2_arrd-7	0.00981630500882487	0.239	arrd-7	12061666	Local eQTL	Y17G7B.11.2_II_9296075	0.135949633089474	NA	NA
logTotalMu	II	9296075	K01C8.7a.1_slc-25A32	0.0166252523510359	0.241	slc-25A32	7797559	Local eQTL	K01C8.7a.1_II_9296075	0.135949633089474	NA	NA
