transcript	h2_SNV	h2_SNV_STR
Y76A2A.2a.1	0.0257016732870592	0.0272864450884221
Y76A2A.2a.2	0.00761721783241809	0.00832233172935801
Y76A2A.2b.1	0.00631529449591902	0.00990287460818092
Y76A2B.1a.1	0.0502029794989503	0.0500664481139058
Y76A2B.1a.2	0.055709853627485	0.059764101254952
Y76A2B.1b.1	0.108461516588079	0.113424952366051
Y76A2B.1b.2	0.0238843689688918	0.0251683726207741
Y76A2B.1d.1	0.165484478501619	0.177191618413439
Y76A2B.1d.2	0.102968566891268	0.105465010232632
Y76A2B.2.1	0.103909655311201	0.101995414862638
Y76A2B.3.1	0.0350177710028914	0.0379169263855617
Y76A2B.3.2	0.037424679627009	0.0383404794504744
Y76A2B.4.1	0.13247770775109	0.153728176464755
Y76A2B.5.2	0.187668475673904	0.200851956236952
Y76A2B.6.1	0.106032215302444	0.115656441329775
Y76B12C.1a.1	0.16301514061179	0.170947642138783
Y76B12C.2.1	0.139583129231529	0.148566008879627
Y76B12C.3a.1	0.0963260028545789	0.102413158710645
Y76B12C.4a.1	0.0493270932619957	0.0514671029321907
Y76B12C.4b.1	0.0113446530791099	0.0110969134556576
Y76B12C.6a.1	0.000441749946099859	0
Y76B12C.6a.2	0.025363305673974	0.0254190345930592
Y76B12C.6b.1	0.0287851433057867	0.0302864215808695
Y76B12C.6b.2	0.0521731577479011	0.0517237792848785
Y76B12C.7a.1	0.0560268324467146	0.0555097341710206
Y76B12C.7b.1	0.119608754746694	0.120398009730252
Y76B12C.8.1	0.0279994577904806	0.0300024927224115
Y76B12C.8.2	0	0
Y76B12C.9.2	0.235931196577843	0.255786852933079
Y77E11A.10.1	0.294739147570143	0.296301084523493
Y77E11A.11a.1	0.162750217137945	0.166767436648845
Y77E11A.11a.2	0.185507284189062	0.193673128563994
Y77E11A.12a.1	0.0598799263074241	0.0702825817926579
Y77E11A.12b.1	0.057655182123062	0.0618911716735073
Y77E11A.13a.1	0.113055779188074	0.106526876616366
Y77E11A.13a.2	0.237026436941432	0.285830525131497
Y77E11A.13b.1	0.0198072795707529	0.0195112781957159
Y77E11A.14c.1	0	0
Y77E11A.15.1	0.0215338732145085	0.0221657209324626
Y77E11A.1a.1	0	0.0222949866474676
Y77E11A.1a.2	0.098760668653336	0.121089302531342
Y77E11A.1b.1	0.0284199860860155	0.0299452828819527
Y77E11A.1c.1	0.0849392389426966	0.0974625973414051
Y77E11A.2.1	0.293097200145816	0.306284500098151
Y77E11A.2.2	0.340245499182587	0.332761448977583
Y77E11A.23.1	0.345857639679954	0.366794714019214
Y77E11A.4.1	0.0702698884960036	0.0746602679981555
Y77E11A.4.2	0.162497924981673	0.169822090343999
Y77E11A.6a.1	0.0957951111838667	0.100939843098474
Y77E11A.7a.1	0.0247346725614809	0.0281712762050683
Y77E11A.7g.1	0	0
Y77E11A.7j.1	0.232983179651166	0.239396910319733
Y79H2A.11a.1	0	0
Y79H2A.11b.1	0.0486792075269851	0.0523788660421831
Y79H2A.12.1	0.0229780268675477	0.0252606244618993
Y79H2A.1a.1	0.0530240138557986	0.0569907328916195
Y79H2A.1a.2	0.0159728836161452	0.0148518017183857
Y79H2A.1c.1	0.412149565094381	0.428759712481515
Y79H2A.2a.1	0.0358259322212313	0.0478339381464678
Y79H2A.3a.2	0.0477106351167723	0.0478952170366373
Y79H2A.3c.1	0.00173864991550509	0.0018139721261375
Y79H2A.3d.1	0.121662463608457	0.124136387197756
Y79H2A.3e.1	0	0
Y79H2A.3g.1	0.0776938674740347	0.0820772438992063
Y79H2A.4.1	0.0385992009977331	0.0423286191167573
Y79H2A.6a.2	0.140962708258881	0.151877955844133
Y79H2A.6b.1	0.631192194053508	0.639545616890865
Y79H2A.6b.2	0.0701850988665921	0.0720086246008068
Y7A5A.1.2	0.578672867007719	0.595583820336467
Y7A5A.11	0.620866265225222	0.612066932678857
Y7A5A.2.1	0.170206743296899	0.183959964523189
Y7A5A.21	0.191128053520847	0.214000553691408
Y7A5A.24.1	0.6169599409005	0.609703512782525
Y7A5A.25.1	0.309350530037484	0.306005714966399
Y7A5A.6.1	0.0674928129021603	0.0755755934647987
Y7A5A.8.1	0.469166231918066	0.491761402999111
Y7A9A.1.1	0.0381621223246982	0.0433408548319512
Y7A9C.1	0.427631668406812	0.431997735613275
Y7A9D.1.2	0.0780291903794286	0.0798105510883897
Y80D3A.1.2	0.334424821579716	0.334946372555438
Y80D3A.10.2	0.0687077038202676	0.0705760155391019
Y80D3A.11	0.557448043737199	0.576186394683675
Y80D3A.2a.1	0.106336924767485	0.109080289075313
Y80D3A.2b.1	0.286748436093153	0.282393822999994
Y80D3A.2d.1	0.0118330542460717	0.0108543599299277
Y80D3A.2e.1	0.306566334658197	0.300707714902509
Y80D3A.3.1	0.211553486058622	0.23445934785274
Y80D3A.4.1	0.537303713192035	0.556241665992139
Y80D3A.5.1	0.0380532561078247	0.0374696421347647
Y80D3A.5.2	0.0956000718348745	0.0964088329242
Y80D3A.7a.1	0.0893050885898262	0.0972441845222664
Y80D3A.7a.2	0.21597114436259	0.216103890778294
Y80D3A.8.1	0.183192626294838	0.190831774392683
Y80D3A.9.2	0.0529071880324594	0.0525788844570381
Y80D4G.1	0.424017917978958	0.428560753308448
Y81G3A.1.1	0.296178854999011	0.303891891778877
Y81G3A.3a.1	0.00755293217280619	0.00768489816778574
Y81G3A.3a.2	0.195073065542222	0.190113552514677
Y81G3A.3b.1	0.121676728838348	0.120987846193338
Y81G3A.4a.1	0.0777385383749011	0.0807912995332909
Y81G3A.6.1	0.198771236104109	0.210094643847136
Y82E9BL.10.1	0.18007423629855	0.178867994509587
Y82E9BL.11.1	0.248286263617876	0.222959691346096
Y82E9BL.17.1	0.280780135578961	0.283009921232474
Y82E9BL.18.1	0.0262069617095182	0.0279498943858788
Y82E9BL.7.1	0.211997004438697	0.213908297751517
Y82E9BL.9	0.87649886471499	0.892660210055503
Y82E9BR.1	0.645041349860753	0.679278271408606
Y82E9BR.17a.1	0.242268450230374	0.258304871657596
Y82E9BR.18.1	0.0258503237930167	0.0242237224625069
Y82E9BR.18.2	0.0495499605837408	0.0477579845415882
Y82E9BR.19.1	0	0
Y82E9BR.19.2	0.038160081401277	0.0379501633469652
Y82E9BR.2	1	1
Y87G2A.1.1	0.0365401651791004	0.0385151393953093
Y87G2A.1.2	0.0608316663955152	0.064554510153982
Y87G2A.10a.1	0.0291533539885351	0.0316478765635492
Y87G2A.11.2	0.217427016044677	0.223550554104431
Y87G2A.13.1	0.167407588253467	0.181998686946888
Y87G2A.14.1	0.0810300436431748	0.0825523978143322
Y87G2A.15.1	0.0761723987370454	0.0857719337873056
Y87G2A.16.1	0.159682818897724	0.165628236433033
Y87G2A.17.2	0.0645667549023747	0.0620748017941065
Y87G2A.18.1	0.0786766606048636	0.0834100047796251
Y87G2A.18.2	0.0066232401646394	0.00641104773765624
Y87G2A.19.1	0.030496459090185	0.0334291796167158
Y87G2A.19.2	0	0
Y87G2A.2.1	0.0983183398237678	0.100423971896348
Y87G2A.20.1	0.0665517055391633	0.0719697206237679
Y87G2A.25.1	0	0
Y87G2A.3a.1	0.0710410911033089	0.0711872014087536
Y87G2A.3a.2	0.116908239955178	0.120578057874387
Y87G2A.3b.1	0.0798542711253928	0.0834366464633316
Y87G2A.4.2	0.0644908208369004	0.0634229874955153
Y87G2A.5.1	0.0477625038395476	0.052958597998979
Y87G2A.5.2	0.143067127172141	0.143697954182731
Y87G2A.6.1	0.0259359479720564	0.0274694192160939
Y87G2A.7.1	0.0378428780247349	0.0379577993631282
Y87G2A.7.2	0	0
Y87G2A.8a.1	0	0
Y87G2A.8a.2	0.140166557031743	0.148406222924885
Y87G2A.8b.1	0.0207650120526528	0.0217337221143225
Y87G2A.9.1	0.176680056171434	0.183468745139761
Y87G2A.9.2	0.0708857621578987	0.0721563083921304
Y8A9A.2.1	0.138660598883444	0.146258871871817
Y8G1A.1a.1	0.296975985643219	0.474180704543926
Y8G1A.2.2	0	0
Y92C3B.1.1	1	1
Y92C3B.1.2	0.0348168302264723	0.0368279283295502
Y92C3B.2a.1	0.0320104720317139	0.0357736562771019
Y92C3B.2b.1	0.129894448443396	0.129865734119262
Y92C3B.3a.2	0.0759149201516792	0.0711494527176889
Y92C3B.3b.1	0.287520328590472	0.380266426381198
Y92C3B.3b.2	0.606291705638996	0.757612385061033
Y92H12A.1a.1	0.091017287818766	0.0890285304826534
Y92H12A.1b.1	0.0925226139419101	0.0956372523359958
Y92H12A.2a.1	0	0
Y92H12A.2b.1	0	0
Y92H12A.4a.1	0.289166059626328	0.307592568208089
Y92H12A.4a.2	0.351374451024809	0.361959328919104
Y92H12A.5a.1	0.165823139348066	0.172452789175273
Y92H12A.5b.1	0	0
Y92H12A.5b.2	0.172439246583487	0.174987488250686
Y92H12BL.1a.1	0.155990126554472	0.155576892334831
Y92H12BL.1a.2	0.113367575919082	0.11161368716045
Y92H12BL.1b.1	0.0736380096280216	0.0744637095157238
Y92H12BL.4.1	0.0361658397140029	0.0376723394957773
Y92H12BL.5.2	0.0250371072214465	0.0275535670402135
Y92H12BL.7.1	0.254888048230209	0.25213883724966
Y92H12BM.1.1	0.193891892715137	0.191804171190554
Y92H12BR.2.2	0.0785498648049859	0.0820870747250498
Y92H12BR.3a.1	0.0988708498656491	0.103066520753526
Y92H12BR.3a.2	0.116754620227338	0.11107180537892
Y92H12BR.3b.1	0.56609190507428	0.549829706850212
Y92H12BR.4	0.473598055643458	0.485610815759453
Y92H12BR.6.1	0.389288068020753	0.364704248251387
Y92H12BR.7.1	0.0435680604375235	0.0467168383101373
Y92H12BR.8.1	0.262680488212308	0.269149249462683
Y94H6A.1.1	0.129440455455379	0.150657133574156
Y94H6A.10.1	0.922938062881213	0.953819153239202
Y94H6A.11a.1	0.210258387220667	0.213520688318432
Y94H6A.12a.1	0.367679139362624	0.367394424042724
Y94H6A.12a.2	0.903195299826886	0.918314175037491
Y94H6A.2.1	0.707158438243084	0.699052874217965
Y94H6A.3.1	0.0938568809085693	0.0956762708848054
Y94H6A.4.1	0.0596524882261883	0.0716105380258639
Y94H6A.5b.1	0	0
Y94H6A.7.1	0.900366447498289	0.917783270341565
Y94H6A.7.2	0.569109109329861	0.582117617834929
Y94H6A.8.2	0.113421059865063	0.129988233534693
Y94H6A.9a.1	0.0560015290531476	0.047512087510382
Y94H6A.9d.1	0	0
Y95B8A.10a.2	0	0
Y95B8A.10b.1	0.0238110353618102	0.0231424376904054
Y95B8A.10c.1	0.0585994175635839	0.0631523891573046
Y95B8A.11a.1	0.0750155252565299	0.0785507675035817
Y95B8A.11b.1	0.433164746775388	0.440097975552346
Y95B8A.11c.1	0.0372590584247071	0.0375586248772517
Y95B8A.12b.1	0.0301569643502379	0.0345833281814729
Y95B8A.12e.1	0	0
Y95B8A.12f.1	0.0614924372188188	0.0578376140028368
Y95B8A.1a.1	0.119409497319201	0.127236204954901
Y95B8A.1b.1	0.0502729047106891	0.0533083528620377
Y95B8A.4.1	0.0183026073816271	0.0191502394349516
Y95B8A.5a.1	0.18177642734071	0.194156639010917
Y95B8A.5b.1	0.0149692377565804	0.0203915225939093
Y95B8A.6a.1	0.0293097956872128	0.0296110242115853
Y95B8A.6a.2	0	0
Y95B8A.6c.1	0.0363703397622019	0.0383109251968481
Y95B8A.6d.1	0.0425747182949718	0.0424006778402436
Y95B8A.8.1	0.145435364750419	0.148501578900881
Y95B8A.8.2	0.0403749937311784	0.0411507350361595
Y95D11A.1.1	0.053660196948512	0.05726657012323
Y95D11A.2	0.2787366757873	0.287493174406035
Y95D11A.3.1	0.0983769030857489	0.106861667245347
Y95D11A.5.1	0.184263545752561	0.189473320749345
Y97E10AL.1.1	0.0321998731191366	0.0421155907194989
Y97E10AL.2.1	0	0.00319272264408118
Y97E10AL.2.2	0.0571251537806739	0.0598149964539559
Y97E10AL.3.1	0.0563870261372737	0.0696663800434468
Y97E10AL.3.2	0.0607529047443397	0.063957511686593
Y97E10AR.1.1	0.00268719036971726	0.00328516488602924
Y97E10AR.1.2	0.0576172087082504	0.0585332380725942
Y97E10AR.2a.1	0.0244661409786446	0.0330346008611915
Y97E10AR.3.2	0.119277459920122	0.126888403674737
Y97E10AR.4.1	0.0881247710110865	0.0897255395003392
Y97E10AR.4.2	0.0181975549784532	0.0285815801955316
Y97E10AR.5.1	0	0
Y97E10AR.5.2	0.0361927205381223	0.0367154410625031
Y97E10AR.6.1	0.0611246222792865	0.0668984485043213
Y97E10AR.7.1	0.137700334492168	0.136800767490654
Y97E10AR.7.2	0.0486419752903739	0.0510626884054434
Y97E10AR.8.1	0.021528572723393	0.0218588876715266
Y97E10B.7b.1	0.0214766627935189	0.0219561630346817
Y97E10C.1.1	0.0890373474910886	0.0950443893082038
Y97E10C.1.2	0.0534295214215368	0.0562588034673534
Y9C12A.1.1	0.0807882705283072	0.0847070608158308
Y9C2UA.1a.1	0.0701008908873108	0.0710659390694256
Y9C2UA.1a.2	0	0
Y9C2UA.1b.1	0.0451620023267289	0.0464533454849437
Y9C2UA.1c.1	0	0
Y9C9A.13.1	0.0551636982432425	0.0638056259816286
Y9C9A.16b.1	0.0394838580272469	0.041853410187009
Y9C9A.6.1	0.148315617721342	0.157974240324297
Y9C9A.8.1	0.0609455616213567	0.0625920472035297
Y9D1A.2	0.59817955804817	0.603177132736825
ZC101.2a.1	0.0522827021812423	0.0567137836136277
ZC101.2b.1	0.00953061540125453	0.010601228291154
ZC101.2c.1	0.0234008002842201	0.0257192294961258
ZC101.2d.1	0.0435484539978033	0.0471421982412798
ZC101.2f.1	0.0430683755539745	0.0431284444446781
ZC101.2g.1	0.0832565708107941	0.0832369969843737
ZC101.2i.1	0.0160141936652478	0.0145638146364185
ZC101.2j.1	0.110079041705953	0.116120695711889
ZC101.2k.1	0.107062045348229	0.112069908796014
ZC101.2l.1	0.00638924230361314	0.00689077803605734
ZC101.2m.1	0.0733499093916437	0.0784177241998285
ZC101.2n.1	0.0656527903415099	0.0664295737667178
ZC101.2o.1	0.0274846062692812	0.0262519806052883
ZC101.2p.1	0.0521633220242047	0.0566695407691013
ZC101.3.1	0.0884128846051682	0.0952018804043685
ZC116.1.1	0.0420593443561346	0.0468454709010305
ZC116.1.2	0.0132577347085278	0.0143618041367296
ZC116.2.1	0.0487754060675359	0.0551654831296212
ZC116.2.2	0.0732452188113324	0.0794115286561454
ZC116.3.1	0	0
ZC116.5.1	0	0
ZC123.1.1	0	0
ZC123.1.2	0.111644445179634	0.125048136195612
ZC123.3a.2	0.049117288488904	0.0493300950182717
ZC123.3b.1	0	0
ZC123.3c.1	0.0664575367310369	0.0721538062663638
ZC123.3d.1	0	0
ZC123.3e.1	0.0730879493020993	0.0883276483651216
ZC123.4a.1	0.162690526375786	0.175357733676205
ZC13.10.1	0.220296898353192	0.238536930990989
ZC13.1b.1	0.152658830837728	0.16221189355485
ZC13.2.1	0.00681324985570582	0.00747346842586126
ZC13.3.1	0.129200871298699	0.145282853578807
ZC13.4.2	0.0658445761259201	0.0697239434181849
ZC132.3.1	0.146045045302101	0.154518919315391
ZC142.2.1	0.245422811224231	0.262154685221406
ZC15.10.1	0.0119850681883908	0.0123121286294605
ZC15.3.1	0.14241049207759	0.145071849087934
ZC15.4	0.234731203153051	0.232287666568942
ZC15.7.1	0.107534747878312	0.111117390797733
ZC15.8.2	0.0662573007334762	0.0724462905177921
ZC155.1.1	0.0428103558266293	0.0447154894979079
ZC155.2.1	0.0268893613800695	0.0279393487215759
ZC155.3.1	0.0424748212009748	0.0401475243516405
ZC155.3.2	0.128923058216341	0.12997157862729
ZC155.4.1	0.109080277868899	0.114663321786719
ZC155.4.2	0.122205675110249	0.124391737200419
ZC155.7.1	0	0
ZC155.7.2	0.152688388422816	0.162604645204518
ZC168.1.1	0.137344511937472	0.147996840016931
ZC168.1.2	0.104603068398325	0.111017592784776
ZC168.3a.1	0.0878527781645601	0.0946792833964752
ZC168.3a.2	0	0
ZC168.4.1	0.0785521970633665	0.0855788514062762
ZC168.4.2	0.038795834741706	0.0450972295508464
ZC168.5.1	0.119910478425491	0.125514970422277
ZC168.6.1	0.0736605313788562	0.0800444349600653
ZC190.1.1	0	0.000536394653286031
ZC190.1.2	0	0
ZC190.10a.1	0.145117851610455	0.184566063282986
ZC190.4.1	0	0
ZC190.4.2	0	0
ZC190.7.1	0.0363703827248959	0.0371328543355886
ZC190.8.1	0.0696328219179911	0.0724596214730198
ZC196.1	0.14561636171712	0.144895951135719
ZC196.2.1	0.217516338226614	0.225099123198564
ZC196.3a.1	0.0330603713622327	0.0424326319038773
ZC196.4.1	0.0293888687865245	0.0333173193875211
ZC196.5.1	0.0604023260846836	0.0620541702657977
ZC196.7.1	0	0
ZC196.7.2	0.0167251758139618	0.0173931011302165
ZC204.11	0.672788968995388	0.694633310386715
ZC204.12.1	0.548833290542665	0.56400317919828
ZC204.12.2	0.66406930651997	0.662832887321216
ZC204.14.1	1	1
ZC204.16	0.428104496959159	0.442829740024929
ZC204.2.1	0.661670889914323	0.678407748240716
ZC204.3.1	0.777190767593243	0.767006810931024
ZC204.7.1	0.645658994176834	0.652981713313418
ZC204.9.1	0.245761258235119	0.263912085063997
ZC21.10.1	0.0975436854222496	0.110492937733009
ZC21.2a.1	0	0
ZC21.2b.1	0.084065573980691	0.0938731621715852
ZC21.3b.1	0.0247199503517283	0.0296659918279178
ZC21.3c.1	0.0247189449698841	0.0272853230583536
ZC21.3d.1	0	0
ZC21.3e.1	0.00769533005045142	0.00830039624302068
ZC21.8.1	0.0590896865184594	0.0628779173736737
ZC239.7.1	0.216575290792094	0.221379641471916
ZC247.1.1	0	0
ZC247.2.1	0	0
ZC247.3.1	0.0110485355885839	0.00998902260623593
ZC247.3.2	0	0
ZC250.1a.1	0.0782587385671572	0.0855580971185996
ZC250.2.2	0.104626598734913	0.101237297106377
ZC250.3.1	0.0840555265726925	0.090112982697687
ZC250.4.1	0	0
ZC250.4.2	0.0644597961585138	0.0691921853861099
ZC250.5.1	0.0590779531502411	0.0609589108191435
ZC262.1	0.0522003003190476	0.0553401628490248
ZC262.10.1	0.0937103659324879	0.100828327627771
ZC262.13.1	0.0854542099842528	0.0892680824095271
ZC262.2a.1	0.0470142908610675	0.0499172024335685
ZC262.2a.2	0.207058320150034	0.202106267275401
ZC262.2b.1	0.0111842117627199	0.0113813441405411
ZC262.2b.2	0.0702736081608849	0.0791518788575283
ZC262.3.1	0.0142798909691064	0.0135664371256317
ZC262.3.2	0.060276686505078	0.059360979252058
ZC262.4.1	0.0218735336270039	0.0271256511021687
ZC262.5.1	0.110879386546969	0.125550508404513
ZC262.7.1	0.0248636991174494	0.0219791149920274
ZC262.8.1	0.0441370158644818	0.0450822712588107
ZC262.9.1	0.0937103659324879	0.100828327627771
ZC266.1.1	0.784418430854231	0.831053725829341
ZC302.1.1	0	0
ZC302.1.2	0.0606591136183562	0.0616844814846694
ZC302.2a.1	0.00406519171199581	0.00317889308220278
ZC302.3.1	0.0872982433581296	0.0945297762903162
ZC308.1a.1	0.0364131415633085	0.0408171606429097
ZC308.1a.2	0.145423497886223	0.173970939978402
ZC308.1b.1	0.0712830920595447	0.0720372452189954
ZC308.1c.1	0.0845680272658645	0.0932212791678549
ZC308.1f.1	0.04530208906201	0.0441157422746739
ZC308.4a.1	0.000874819560947872	0.000657879699177687
ZC308.4b.1	0.0348192006268778	0.0368635245370737
ZC317.1	0.933276268450144	0.945447532540081
ZC317.3.1	0.0112890965452396	0.0143252559057563
ZC317.6.1	0.136834630850435	0.147074721159348
ZC317.6.2	0.0218306333350494	0.0254829221670033
ZC317.7.1	0.449522275148484	0.460558165859829
ZC328.1.2	0.104929222973884	0.111833422318892
ZC328.2.1	0	0
ZC328.2.2	0	0
ZC328.3a.1	0.12515250424367	0.131291926242104
ZC328.3a.2	0.104938437733788	0.105957728981793
ZC328.3b.1	0.00388639708697191	0.00681883972763409
ZC328.4.1	0.0746415413794486	0.0769905100063487
ZC334.1.1	0	0
ZC334.10.2	0.00710424450920759	0.0104022301898825
ZC334.11.2	0.122217832269284	0.154262394771702
ZC334.2.1	0.0729349067316808	0.0858250686482876
ZC334.3.1	0	0
ZC334.9.1	0.00450899444950008	0.00492766143043665
ZC373.1a.1	0.0287319290268806	0.0309335445067836
ZC373.1b.1	0	0
ZC373.2.1	0.0261550298118554	0.0301514636957436
