transcript	h2_SNV	h2_SNV_STR
F42G8.6.1	0.0588529674714513	0.0636171517003356
F42G8.7a.1	0.0335847685484407	0.0340923797258464
F42G8.7b.1	0.0626897871125179	0.0605260337064113
F42G8.8.1	0.0364525314816464	0.0387702613416757
F42G8.9.1	0.0453363957184266	0.0481323854345127
F42G9.1a.2	0.0536268179056821	0.05549055834655
F42G9.1b.1	0.220753376291298	0.225538612047673
F42G9.2.1	0.0671686469996836	0.0664260084271837
F42G9.2.2	0.0466369976499821	0.050925556417535
F42G9.4.1	0	0
F42G9.5a.1	0.183582879538765	0.184230744574495
F42G9.5a.2	0	0
F42G9.5b.1	0.284163164321957	0.291692707441722
F42G9.5b.2	0	0
F42G9.6b.1	0.10540541617503	0.111392705528182
F42G9.6b.2	0.303332325243935	0.332303235285273
F42G9.6c.1	0.315262525067239	0.343931024247928
F42G9.7.1	0.599268795551631	0.627334331875812
F42G9.9a.1	0.136523927441595	0.141458653949564
F42G9.9a.2	0.0678456894116609	0.0697309568564694
F42G9.9b.1	0.0770848731811824	0.0674697453030999
F42G9.9c.1	0.0121296539738652	0.0142054715594513
F42G9.9d.2	0.0551157951416201	0.0591380469906148
F42H10.2.1	0.072573847330239	0.0722581788570649
F42H10.3a.1	0.0375950908163256	0.0394233967397252
F42H10.3b.2	0	0
F42H10.5a.1	0.0367540998417656	0.0359568585691381
F42H10.5a.2	0	0
F42H10.5b.1	0	0
F42H10.6.2	0.113830792851927	0.122693737945884
F42H10.7a.2	0.0577600559823421	0.077436042052575
F42H10.7b.1	0	0
F42H11.1.1	0.432380803332357	0.519995233646818
F42H11.2.1	0	0
F42H11.2.2	0	0
F43B10.1a.1	0.0665946122016738	0.0646438751737108
F43B10.1b.2	0.0106146050527596	0.0137457486048201
F43B10.1c.1	0.0395810773660458	0.040234874420639
F43B10.1d.1	0	0
F43B10.2a.1	0.0131066482796902	0.0130291391139621
F43B10.2b.1	0.0519183788629005	0.0492193436410534
F43C1.1.1	0.00687411507741054	0.00722569923235266
F43C1.2a.1	0.0317123450645516	0.0537640414254841
F43C1.2a.2	0.0131323993111459	0.0145475893241364
F43C1.2b.1	0	0
F43C1.3.2	0.0275257517436155	0.0321284347193517
F43C1.4.2	0	0
F43C1.5.1	0	0
F43C1.6.2	0.0853751441589806	0.090444133474524
F43C11.3.1	0	0
F43C11.6.1	0.164751895900309	0.180532273448387
F43C11.7.1	0.275460322294376	0.375824270179614
F43C11.9.1	0	0
F43C11.9.2	0	0
F43C9.1.1	0.0691524093354257	0.0685094518092781
F43C9.2a.1	0.0552843308381831	0.0590611105972376
F43C9.2b.1	0.081856894183628	0.0884332877109392
F43C9.4a.1	0.0368501238462715	0.0355077101486169
F43C9.4a.2	0	0
F43C9.4b.1	0.0447151543637389	0.0465952082885951
F43D2.1.1	0.574583570494978	0.581200150582281
F43D2.1.2	0.695785278617473	0.711123957729812
F43D2.2	0.192680366349726	0.211938943148582
F43D2.3.1	0.646492847718782	0.664504815683368
F43D2.4a.1	0.0213543096983074	0.0260070297070405
F43D2.4b.1	0.09598127281097	0.0921161094223932
F43D2.6.1	0.0477275117489891	0.054857255672158
F43D2.7a.1	0.0362522036492905	0.0365873180859055
F43D2.7b.1	0.0979524742054613	0.114738587323734
F43D9.1.1	0.0832905200443635	0.0903799295911055
F43D9.2.1	0.131157029894468	0.130097510096448
F43D9.3b.1	0.378275883013061	0.380554493938027
F43D9.4.1	0.0878278527339065	0.0906090664346777
F43D9.5.2	0.173100226228725	0.173882295287345
F43D9.6.2	0.139289582111594	0.145386136321996
F43E2.1.1	0.044336012883252	0.046914628928244
F43E2.1.2	0	0
F43E2.2.1	0.107448429832884	0.112157571456398
F43E2.2.2	0.09957338161234	0.0977269409643899
F43E2.3a.1	0.0479336416784029	0.0496266942786911
F43E2.3b.1	0	0
F43E2.4.1	0	0.00150336145048911
F43E2.4.2	0.0467102076170386	0.0507284197882117
F43E2.5.1	0.174261708443199	0.181444123776191
F43E2.5.2	0.25474637305445	0.265021202718172
F43E2.6b.1	0.269237648481224	0.279674472787535
F43E2.7.1	0.421301087337583	0.460751845205835
F43E2.8a.1	0.0661356092208055	0.0758850981768334
F43E2.8a.2	0.0390819918897111	0.0415536655688443
F43E2.8b.1	0.0234582942271889	0.0225976281489901
F43G6.1.1	0	0
F43G6.10.1	0.111679902129651	0.125620767278485
F43G6.10.2	0.501466612293221	0.557678418415461
F43G6.11.2	0.262038623572854	0.275631401874479
F43G6.17a.1	0.735069349631762	0.754892415929035
F43G6.3	0.25405801799348	0.256679348984309
F43G6.4.1	0.0883593560016646	0.0971914285092567
F43G6.5.1	0.034865348483641	0.0508396794258387
F43G6.6.1	0.475940788642749	0.496027299015008
F43G6.7.1	0.0264303526547277	0.0254173052461772
F43G6.7.2	0.210460750436091	0.232717969015216
F43G6.8.1	0.0935808762476063	0.0974569887399943
F43G6.8.2	0.106512704487509	0.105943113650952
F43G6.9.1	0.0363338895370266	0.0357620058158661
F43G6.9.2	0.0345481975450008	0.0367685659756657
F43G9.1.1	0.026496274606339	0.0230849299776017
F43G9.1.2	0.0803854590927247	0.081613086633781
F43G9.10.1	0.0132551608789024	0.0124667674992192
F43G9.10.2	0.0507761576018556	0.0512396727412211
F43G9.12a.1	0.0657660510041009	0.065141756096771
F43G9.13.1	0	0
F43G9.13.2	0.0253803155615439	0.0251762307690476
F43G9.2a.1	0.0753066817334834	0.0980758645845635
F43G9.2b.1	0.0653406178751435	0.0671657431535993
F43G9.3.1	0.0777912425640942	0.0869399258113926
F43G9.3.2	0.0818161186114904	0.0886662953663709
F43G9.4.1	0	0
F43G9.5.1	0.0330791776989166	0.0306935204000511
F43G9.5.2	0.0577712489196904	0.057777166261495
F43G9.6a.1	0.00793275565448433	0.00942518294785571
F43G9.6b.1	0.0497354010170525	0.0951902951439857
F43G9.8.1	0.0305649756710229	0.0310190849268813
F43G9.9.1	0.0091144630223292	0.0165156736814174
F43G9.9.2	0.18203727434241	0.187014141349747
F43H9.1a.1	0.0793103178121998	0.0857139147166716
F43H9.1b.1	0.0507541883867786	0.0514761875827757
F43H9.2a.1	0.0267521032567114	0.0297262618458892
F43H9.2a.2	0	0
F43H9.2b.1	0.0425258681082319	0.0520973474354901
F43H9.3.1	0.0583119839715509	0.0616666875136467
F43H9.3.2	0.015232339515315	0.0163279524982439
F43H9.4.1	0.162828934994092	0.171466042882555
F44A2.1a.1	0.0559528136161502	0.057290517450814
F44A2.1b.1	0.0499409846869794	0.0547918225484202
F44A2.1b.2	0.0138133559944303	0.0160831284973125
F44A2.2.1	0.0372165208411461	0.0386206291137351
F44A2.3.1	0.00875308427476465	0.00927520511521254
F44A2.5b.2	0.0542555320448687	0.0559787350926969
F44A6.1a.2	0.0217174569564987	0.0204191135792829
F44A6.1b.1	0.030143753490971	0.0295198807697386
F44A6.1b.2	0	0
F44A6.2.1	0	0
F44A6.2.2	0.0212328498159804	0.02458507444731
F44A6.4.1	0.167148020631155	0.173969999878608
F44A6.5.1	0.0300465635766835	0.0338884653731633
F44A6.5.2	0.0979450044764993	0.102455847101464
F44B9.10.1	0.0334536469892221	0.0414062153391268
F44B9.1a.1	0.098091155948162	0.10540023555871
F44B9.1b.1	0.0627394762916682	0.0704156178273234
F44B9.1c.1	0.183291118278695	0.187905642553921
F44B9.2.2	0.16090318067754	0.185208820471373
F44B9.3a.1	0.0410705508483658	0.0407083375968637
F44B9.3a.2	0.00778005713045679	0.00847830095371926
F44B9.3b.1	0.0264210979168917	0.0196182073858828
F44B9.4a.1	0	0
F44B9.4a.2	0.0163276081944939	0.0177953594006004
F44B9.5.2	0.0116315678266144	0.0843475097781858
F44B9.6.1	0.0409201854917276	0.0538621127592184
F44B9.6.2	0.0333271358427812	0.0352012490318675
F44B9.7.2	0.497762223485486	0.544198481839634
F44B9.8.1	0.0860522807542155	0.0898867431123744
F44B9.9.1	0.241068840611968	0.245079859472735
F44C4.3.1	0.169331248449901	0.175468945165515
F44C4.4a.1	0	0
F44C4.4a.2	0.0866921166939331	0.109829410615622
F44C4.4b.1	0.19381336030815	0.201142558578571
F44C4.4b.2	0.89150715446355	0.946020321507967
F44C4.5.1	0.506579833544969	0.5534955686262
F44C8.1.1	0.765527778221388	0.776679656422991
F44C8.10.1	0	0
F44C8.11.1	0	0
F44C8.2.1	0.039283168276513	0.0465124260002116
F44C8.2.2	0.0204559715695535	0.0274996184048083
F44C8.3.1	0.265037984299658	0.289945457397149
F44C8.4.1	0.0123855937719329	0.0127286513000622
F44C8.4.2	0.0411957579427558	0.0453068462243782
F44C8.6a.2	0.0317113706489153	0.0327654205201461
F44C8.6c.1	0.00238652674995764	0.00372658043317693
F44C8.8a.1	0.0371283012048225	0.0389268365821931
F44C8.9a.1	0.00155753689133134	0.00605178417673272
F44D12.11	0.0334567486977573	0.0354743108776798
F44D12.16.1	0.0999175520011957	0.108931677951446
F44D12.1a.1	0.0239547825108528	0.0300266428573611
F44D12.1a.2	0.0166754723640394	0.0189235972740246
F44D12.1b.1	0	0
F44D12.2.1	0.0488050953499233	0.0568366495069589
F44D12.3.1	0.219126046583362	0.244255836360735
F44D12.4.1	0.0792800570581366	0.0828569048414514
F44D12.5.1	0.117176759018363	0.136335227315459
F44D12.6.1	0.0336449604382934	0.0350656742556812
F44D12.7.1	0.149647731983737	0.163585351885517
F44D12.8a.1	0.0418248251182686	0.0445111556743888
F44D12.9a.1	0.0348961551357016	0.0372304492312336
F44D12.9a.2	0.0326743185955197	0.0323736141540074
F44D12.9c.1	0.085316180473728	0.092166672299862
F44E2.10.1	0.0149537202229827	0.0270537392101212
F44E2.11.1	0.431974213661712	0.44707950761354
F44E2.3.1	0.21830769686491	0.224071752079765
F44E2.4.1	0.0880327597247287	0.0919897494773266
F44E2.4.2	0.0561692399533383	0.0606833634359055
F44E2.6a.1	0.045203191556222	0.0511050902822604
F44E2.6a.2	0.229327055241827	0.225246213340753
F44E2.7a.1	0.0548087762925361	0.0648056902986305
F44E2.7c.1	0.297617714418778	0.306300128692985
F44E2.7d.1	0.0409323231306242	0.044112203193868
F44E2.8.2	0.057955539898363	0.0626840728596752
F44E2.9.2	0.0406981645794794	0.0433491228252257
F44E5.1.2	0.0413842596906252	0.0430898558485274
F44E5.2.1	0.611280091906576	0.637520153529222
F44E5.3	0.690001007972151	0.771772805417753
F44E5.4.1	0.294255758776905	0.297894669008192
F44E5.5.1	0.841289687909944	0.891089083434857
F44E5.5.2	0.452786558770681	0.498845094199565
F44E7.17	0	0
F44E7.2.1	0.471953804756084	0.514563819747418
F44E7.2.2	0.192361658519094	0.209267262570581
F44E7.3.1	0.00423951602888033	0.00266315016654077
F44E7.4a.1	0.0184371572933094	0.018308043092819
F44E7.4b.2	0.124843670973121	0.133494379541876
F44E7.4c.1	0.0417953070606241	0.0429576214008895
F44E7.4d.1	0.0560952848155066	0.0577125762088518
F44E7.5a.1	0.145965716376988	0.145727578075391
F44E7.5a.2	0.244979579473228	0.265168336751985
F44E7.5b.1	0.0922289112028186	0.098490938817544
F44E7.6.1	0.0286558492348096	0.0284168873450303
F44E7.7a.1	0.043418994572849	0.0483845138777384
F44E7.8a.1	0.0652970224761864	0.0600262311300943
F44E7.8b.1	0	0
F44E7.9.2	0.00615294921946624	0.00588523462132853
F44F1.1	0.0264756054530758	0.0284560840792804
F44F1.3.1	0.252928663313612	0.270285727237184
F44F1.4.1	0.0220527152695551	0.0319579270283739
F44F1.5	0.292694854175045	0.316795268490069
F44F1.6a.1	0.355187539525974	0.42046430010632
F44F1.7.1	0.149986439951788	0.163259446237812
F44F4.1.1	0.0389399562192909	0.0366054201321075
F44F4.10.1	0.289895806171914	0.300968009117097
F44F4.11.1	0	0
F44F4.2.2	0.0621487889874488	0.0665554445415845
F44F4.3.1	0.0680883841743468	0.0705146982006009
F44F4.4.1	0.0110144736821131	0.0094112456979509
F44F4.4.2	0.0411720540968602	0.0427612691838027
F44F4.5b.1	0.0448005556090014	0.0447570073119495
F44F4.6.1	0.0343665220928817	0.0389836648435537
F44F4.9.1	0.0463662283356892	0.0485867744672066
F44G3.10.1	0.511968130178515	0.514609284740074
F44G3.13	0.564526763173939	0.563665276106005
F44G3.14.1	0.187728839565876	0.18191124367314
F44G3.2.1	0.11015792373499	0.112822227844833
F44G3.6.1	0	0
F44G3.6.2	0.524920224896352	0.545569709420444
F44G3.7.1	0.0606459808315295	0.0701242771420162
F44G3.7.2	0.044250279033372	0.0444897979046974
F44G4.1.2	0.190842058089643	0.196753658871505
F44G4.2.1	0.0751065171263077	0.0833551075222253
F44G4.3.1	0	0
F44G4.4a.2	0.0597949149794234	0.0608635732116289
F44G4.4c.1	0.0316411506775798	0.0292162182523563
F44G4.4c.2	0.0151435083903567	0.0138491998576303
F44G4.5.1	0.0703765657711792	0.075213209182611
F44G4.6b.1	0.0732557866350476	0.0792101435744295
F44G4.7.1	0.0439615855214743	0.0453139233144942
F44G4.8a.1	0.181793808670741	0.196067075050716
F44G4.8b.1	0.0909770293266178	0.0917744767679578
F45B8.1.1	0.605581783557827	0.612445786031337
F45B8.2.1	0.376239204076255	0.382360512212825
F45B8.3.1	0.0953606845561421	0.103648602660709
F45B8.4.1	0.0417833629281228	0.0443821273667295
F45B8.5.1	0.819567949336318	0.853138286621531
F45C12.11a.1	0.173993715866733	0.203068347329762
F45C12.12.1	0.232430689656661	0.251159515787595
F45C12.12.2	0.183113814673227	0.170925525520152
F45C12.13.1	0.156507664317505	0.186549531706007
F45C12.15.1	0.0422732887854313	0.0446584283302053
F45C12.15.2	0.149539777287056	0.159855135832572
F45C12.17.1	0.126442640673058	0.168483723244629
F45C12.2.1	0.527494708284763	0.534509904855102
F45C12.4.1	0.373399339398645	0.458479234340044
F45C12.5.1	0.0781831291837007	0.0980141398972318
F45C12.6.1	0.344769746350916	0.400373315074508
F45C12.7.1	0.559891058444582	0.550211786028682
F45C12.8.1	0.505177841309258	0.568045178030126
F45D11.1	0.6549838444307	0.659268658173256
F45D11.10a.1	0.303218900442878	0.299148422087279
F45D11.13.1	0.155562893014703	0.17722597960966
F45D11.14.1	0.699941076808644	0.697954976687217
F45D11.15.1	0.422864823721209	0.422299481214167
F45D11.16.1	0.419757236743087	0.510495719861007
F45D11.2	0.347363007483366	0.343902292159493
F45D11.3	0.34237741958821	0.338617719177153
F45D11.4	0.34237741958821	0.338617719177153
F45D11.5.1	0.475519604511419	0.505061899901544
F45D11.8	0.693735753386448	0.744188857799821
F45D11.9.1	0.971271576437376	0.98638662017313
F45D3.1.1	0.0782528762808516	0.085228858667682
F45D3.2a.1	0	0
F45D3.2b.1	0.00543670551967801	0.00385252734007233
F45D3.3.1	0.169995943231412	0.181211889074212
F45D3.4a.1	0.0652467715921127	0.0740079038756203
F45D3.4a.2	0.169832769286593	0.170171798471035
F45D3.4b.2	0.0681536916581084	0.0692384194887395
F45D3.5.2	0.0370932659272918	0.0526727529878391
F45E1.1.2	0.0704999521552239	0.0759759887984665
F45E1.4.2	0.168747330299815	0.177451970137503
F45E1.5.1	0.0341817482107806	0.0358613592437399
F45E1.6.2	0.458083908352155	0.518594059816059
F45E1.7a.1	0	0
F45E1.7b.1	0.017953913171665	0.0198072790407633
F45E10.1a.1	0.00371637632794619	0.0088608965656068
F45E10.1b.1	0.0025407123377337	0.00196886799920891
F45E10.1d.1	0.0257390127638647	0.0264034024270089
F45E10.1f.1	0.0542714093161982	0.0554665388880976
F45E10.1h.1	0	0
F45E10.2a.1	0.275054450450496	0.285609434692258
F45E10.2b.1	0.109304584261322	0.116240403204269
F45E12.1a.2	0.00536675487732627	0.00782814565379007
F45E12.1b.1	0.0204293859936598	0.0210508595817768
F45E12.2a.2	0.0124102123993156	0.0147519832267287
F45E12.2b.1	0.0200566449588878	0.024250873923836
F45E12.3.1	0.13922773882889	0.14195516182299
F45E12.3.2	0.0364039841433296	0.0480398102282589
F45E12.5a.1	0.159064441216146	0.167615536552304
F45E12.5b.2	0.0581219102365413	0.0614806965667434
F45E12.6.1	0.0602531598539095	0.0597838847439546
F45E4.1.1	0.119152629012682	0.117194304749226
F45E4.10a.2	0.0317696462919485	0.0359661233792227
F45E4.10b.1	0.102992524229428	0.116161111846683
F45E4.11.1	0	0
F45E4.2.1	0	0
F45E4.2.2	0.0413858701110549	0.0483826390136716
F45E4.3a.1	0.0284479670557678	0.0307318422876432
F45E4.3c.1	0.135087888423982	0.147493303012789
F45E4.3d.1	0.0565425669369717	0.0631848295708412
F45E4.3e.1	0.107302219832588	0.115235807426797
F45E4.5a.1	0.0561109174838253	0.0571878196355457
F45E4.5b.1	0.0106988196212109	0.0116385775478916
F45E4.5d.1	0	0
F45E4.6.1	0.0632350153662195	0.0674179920678867
F45E4.8.1	0.00104560143129994	0.000682539432474317
F45E4.8.2	0.124071563816305	0.125172531354847
F45E4.9.2	0.0433528389613284	0.0451767090697954
F45E6.1.1	0.503157059697308	0.524466502723786
F45E6.2.1	0.0215193976241995	0.0249296641675008
F45E6.2.2	0	0
F45E6.3.1	0.20564246902763	0.212039900653849
F45E6.3.2	0.171129765152932	0.184282017034846
F45E6.4.1	0.0741804158914316	0.0783537505111589
F45E6.6.1	0.421171097922477	0.469346662263789
F45F2.10.1	0.0622588221467052	0.06418541643458
F45F2.10.2	0.0526855022798029	0.0625532662988359
F45F2.11a.2	0.0636587239624441	0.0664981681761369
F45F2.11b.1	0.0520829789994533	0.0529788886581131
F45F2.12.1	0.238315179932901	0.255529477917078
F45F2.13.1	0.200252158947718	0.220592876828347
F45F2.3.1	0.0979797792359717	0.12662368002215
F45F2.4.1	0.0717290300931771	0.0765883645132721
F45F2.9.2	0.105424164255036	0.121478656093976
F45G2.1.1	0.0364253754270544	0.0403801719317061
F45G2.10.1	0.0734881377237491	0.0755619514296257
F45G2.10.2	0	0
F45G2.2a.1	0.0393762098717286	0.0420330332568307
F45G2.2a.2	0.00445065855779725	0.00447634172926554
F45G2.2b.1	0.024548457244884	0.0243408869168636
F45G2.2b.2	0	0
F45G2.3.1	0.0238792292177127	0.0282678879332651
F45G2.4.1	0.0130780176924835	0.0132954975324371
F45G2.4.2	0	0
F45G2.5.1	0.00850776371939367	0.00864656615520799
F45G2.7.2	0.0190915474289832	0.0164940068600117
F45G2.8.1	0	0
F45G2.8.2	0.00781408501167203	0.00712282962852397
F45G2.9.1	0.0869901419967415	0.0940606711132862
F45H10.1a.2	0.560190729307729	0.582909181402701
F45H10.1b.1	0.0899859561123075	0.0947642659008731
F45H10.2.1	0.117450715163051	0.127126497493789
F45H10.2.2	0.0863418726498179	0.0859893451208377
F45H10.3.1	0.0895349545571252	0.0917009440863118
F45H10.4.1	0.146071014489617	0.15288387537365
F45H10.5.2	0.00767820525656551	0.00891931078234384
F45H11.1a.1	0.125883103507238	0.133878018341331
F45H11.1b.1	0.0296814138210152	0.0330844710320416
F45H11.1b.2	0.0799531928321372	0.0966939933318281
F45H11.2.1	0.0143487932458696	0.0128863099450133
F45H11.2.2	0.0518952555089909	0.0455802943461698
F45H11.3.2	0.141185213727544	0.162068351220446
F45H11.4a.2	0.0119218368593403	0.0127568923487086
F45H11.4b.1	0	0
F45H11.4c.1	0.0598996848264561	0.0595955528297615
F45H11.5.1	0.0276106397876366	0.0300446165403898
F45H11.5.2	0.0949551169780469	0.107584438187446
F45H11.8.2	0.0751170423072961	0.0782177810600721
F45H7.2a.1	0	0
F45H7.2b.1	0.0201167465790925	0.0249213877711537
F45H7.2c.1	0.0126684541855679	0.0137943315324204
F45H7.2d.2	0.00806396775059118	0.011822941599798
F45H7.4.2	0.152239381280857	0.161931645330765
F45H7.6a.1	0.070894591049086	0.0714434459151116
F45H7.6a.2	0.0801255095624324	0.0861339121375904
F45H7.6b.1	0.00492455869175703	0.00664338087026951
F46A8.1	0.0439744019878939	0.0454294885594509
F46A8.10.1	0.0278880805042177	0.029571132734309
F46A8.11.1	0.0420291430988464	0.0574966960004352
F46A8.6.1	0.0373604233686561	0.0408864639979667
F46A8.9	0.0537241265273944	0.0586528357451232
F46A9.1.1	0.041365212292011	0.0433624906544337
F46A9.2.1	0.0344834430682222	0.0387047472467838
F46A9.3a.1	0	0
F46A9.3b.1	0.0498329408050277	0.042255928427066
F46A9.4.1	0.0037163131397215	0.00586688552782052
F46A9.4.2	0.160321096899491	0.176434317034411
F46A9.5.1	0.525567345835576	0.618819943235493
F46A9.5.2	0.651530106793647	0.7199209424485
F46A9.6.2	0.164760205647314	0.173798496327245
F46B3.18.1	0.398491633527626	0.474888954332239
F46B3.3a.1	0.510997586549028	0.526933529926305
F46B3.4a.1	0.0506314952934403	0.0526121266727256
F46B3.4b.1	0.0310147289594661	0.0336329496476564
F46B3.5.1	0.0543643771578805	0.0595255838387275
F46B6.12.2	0.106349783590517	0.114343579500278
F46B6.3a.2	0.0363003688933902	0.0355259673265556
F46B6.3b.1	0.0850295788765129	0.0926736611142711
F46B6.4.2	0.122097907732794	0.120118767880739
F46B6.5a.2	0	0
F46B6.5b.1	0	0.00165217486610324
F46B6.5c.1	0.155743371424193	0.174942092561123
F46B6.5d.1	0.00317889686066966	0.00120838320539388
F46B6.5d.2	0.000285794647901053	0.000740956045658577
F46B6.5e.1	0.132869723996626	0.139570046931978
F46B6.6a.1	0.137136355291583	0.159716778316956
F46B6.7.1	0.0472538040971346	0.0805225512679125
F46B6.8.1	0.00846732987737837	0.0110436178510336
F46B6.9.1	0.00107282447923415	8.48249402952107e-05
F46B6.9.2	0.00408749109006558	0.00466264158300958
F46C3.1.1	0.159831657251056	0.172510079548012
F46C3.2.1	0.0133791346973594	0.0128318729113406
F46C3.3a.1	0.03026843449029	0.03133980495458
F46C3.3b.1	0	0
F46C3.3c.1	0.0924738347242584	0.10126938337547
F46C3.3c.2	0.0178013788927678	0.0170244849790894
F46C3.3d.1	0	0
F46C3.3e.1	0.057129358311741	0.0581538616992035
F46C3.3f.1	0	0
F46C3.3g.1	0	0
F46C3.3h.1	0	0
F46C3.4	0.134204473116369	0.15919690136978
F46C3.5	0.0735131040690646	0.0811932465258173
F46C3.6.1	0.00273233296128238	0.00259028159523283
F46C5.1.1	0.214224189440277	0.21376809921333
F46C5.10.1	0.177671686402129	0.195374972541449
F46C5.2.1	0.00345654129827568	0.00361270789387582
F46C5.3.1	0.023366369586872	0.0314672604469261
F46C5.4.1	0.0253544914828272	0.0274040899825619
F46C5.6.1	0.00911819017663382	0.0124393506329757
F46C5.7.1	0.0494608336942999	0.0539983926683971
F46C5.8.1	0.00663965990218025	0.00654282815919028
F46C5.8.2	0.0162848224847543	0.0167149886391602
F46C5.9.2	0.074436650734965	0.0793540211964099
F46C8.1.1	0.0112670944671686	0.0195181237045655
F46C8.2.1	0.0686588961253184	0.07273797533082
F46C8.3.1	0	0
F46C8.3.2	0.0185354646891559	0.0206229064017293
F46C8.5.1	0.0771282487464945	0.0830171178348481
F46C8.6.1	0.114421877071243	0.119760610979013
F46C8.7a.1	0.135511616493285	0.147194195974898
F46C8.8.1	0.122926890728173	0.136307388753868
F46C8.8.2	0.113924724386796	0.125488284010984
F46E10.10.2	0.064374309391008	0.0682124199539718
F46E10.11.1	0	0
F46E10.18.1	0.051403780528337	0.05146795880423
F46E10.1a.2	0.169635844956071	0.169068315689439
F46E10.1b.1	0.0942362277487606	0.095611563424702
F46E10.1b.2	0.169488856814192	0.169720187566462
F46E10.1c.1	0.0432795823677983	0.0470401049059672
F46E10.1c.2	0	0
F46E10.2.1	0.213382467618006	0.202840152703856
F46E10.2.2	0.146255640677037	0.148082135087977
F46E10.8.1	0.0362467112943099	0.0386798671452983
F46E10.8.2	0.0123743478614439	0.0106290131736574
F46E10.9.1	0.150811260101816	0.175870176834572
F46E10.9.2	0.049246537389405	0.0512735561865093
F46F11.10.1	0.0748596314048007	0.0764812845381278
F46F11.10.2	0.100863740955372	0.11825814011762
F46F11.1a.1	0	0
F46F11.1a.2	0.0353304633552026	0.0312394038638029
F46F11.1b.1	0.0439334803123103	0.0440492935847784
F46F11.2.1	0.0611761696940756	0.0647539958246098
F46F11.4.1	0.0160835736215459	0.0175147161767431
F46F11.4.2	0.0267736012818352	0.0267530892701532
F46F11.5.2	0.0894489648438009	0.0970219848544394
F46F11.6.1	0.0290504456503951	0.0295748426243327
F46F11.6.2	0	0
F46F11.7.1	0.0634962824391317	0.0657228313706554
F46F11.7.2	0.00153533679974939	0
F46F11.8.1	0.0355460982314466	0.0384688452268006
F46F11.8.2	0.0344465499411513	0.0361156797336469
F46F11.9a.2	0.0343853918491803	0.0355097249510064
F46F11.9b.2	0.0561413855477231	0.0597815792528691
F46F2.2a.1	0.250560389859278	0.256734929636299
F46F2.2c.1	0	0
F46F2.2d.2	0	0
F46F2.2f.1	0	0
F46F2.2g.1	0.0809114274743519	0.0885545654803821
F46F2.3.1	0.220262722226252	0.222716082929832
F46F2.3.2	0.14827628556576	0.15070215208399
F46F2.4	0.162812324695771	0.165366572811951
F46F2.5.1	0.449194552689144	0.470471099857856
F46F3.1a.1	0.13359410904507	0.145894345320852
F46F3.2.1	0.0210357080649379	0.0213125574776575
F46F3.4a.1	0.0850460718415662	0.102906861501713
F46F3.4d.1	0	0
F46F5.11.1	0.0347968353436327	0.0395772534209298
F46F5.14.1	0.0839113657148687	0.0844162951349209
F46F5.15a.1	0.282502516100662	0.341791559626141
F46F5.16.1	0.0758250681501409	0.0820344402712504
F46F5.1b.1	0.416141261144483	0.457836888198388
F46F5.2	0.0876954404896142	0.0905805837213824
F46F5.4	0.286906474964292	0.326543177626307
F46F5.5.1	0.262898932091358	0.276238095870361
F46F5.6.1	0.0648765186832462	0.0730959060093466
F46F5.7a.1	0	0
F46F5.7b.1	0.0382463161061177	0.0414070875510546
F46F5.9.1	0.0778666417256574	0.0798999222340337
F46F6.1a.1	0	0
F46F6.1a.2	0	0
F46F6.1b.1	0.170531664703688	0.181643164273359
F46F6.2a.2	0.0375067363459227	0.0429441464302495
F46F6.2b.2	0.0527113235110289	0.0528910409831941
F46F6.2c.1	0.0184906116670182	0.0180237716901023
F46F6.2c.2	0	0
F46F6.2d.1	0	0
F46F6.2d.2	0.0106013351490457	0.00869929785624019
F46F6.4a.1	0	0.000771569345482823
F46F6.4c.2	0.0274247861776602	0.0281307220329699
F46F6.4d.1	0.189877975893761	0.191300339777126
F46G10.1a.1	0.0247847167483599	0.0262415964583992
F46G10.2.2	0.0731713325240361	0.0729664783651265
F46G10.3.1	0.0337136067354592	0.0357021729665975
F46G10.3.2	0.102013634335645	0.101777892590178
F46G10.4.1	0.0315341555090993	0.03116676755213
F46G10.5a.1	0	0
F46G10.5a.2	0.136066294883483	0.129566334244727
F46G10.5b.1	0	0
F46G10.6.1	0.118125706788253	0.12904333665728
F46G10.7a.1	0.0281157036973779	0.0336345169918997
F46G10.7a.2	0.0895583280399424	0.0912585095938094
F46G10.7b.1	0	0
F46G10.7b.2	0.0215120571468267	0.0218284658724671
F46G10.7c.1	0.00944477266173332	0.0115986676420008
F46G11.1a.1	0.0656200774949386	0.0723925304660589
F46G11.1b.1	0	0
F46G11.2.2	0.0258424886628442	0.0271833471156714
F46G11.3.2	0.101179643582663	0.117159152444609
F46G11.4.1	0.0428524276331485	0.0400588163738674
F46G11.4.2	0	0
F46G11.6.1	0.0725484857589113	0.0768011947482244
F46H5.2a.1	0.318294319979333	0.323439258487903
F46H5.2a.2	0.130260718680308	0.139161622238294
F46H5.2b.1	0.0105155117774069	0.0094801191097342
F46H5.2c.1	0.933377826234365	0.927822197143662
F46H5.3a.1	0.0652726853850762	0.0688826957110987
F46H5.3a.2	0.054374471257759	0.0565912777587333
F46H5.3b.1	0.0826824817579853	0.0821305526329874
F46H5.4.2	0.214162381135891	0.221874951276947
F46H5.5.1	0	0
F46H5.7a.1	0.00987525843346349	0.0114380904352423
